householdid,productid,storeid,transactiontime,daydate,loyaltydiscount,coupondiscount,couponmatchdiscount,salesvalue,productdesc,productsubdesc,displayadtypedesc
718,1048200,327,2:49 PM,Feb 9,-0.79,0,0,1,DRY MIX DESSERTS,PUDDING&GELATIN CUPS/CANS,Rear End Cap
768,9527494,323,9:30 AM,Feb 10,-0.12,0,0,1.88,BAG SNACKS,POTATO CHIPS,Rear Aisle
718,941891,324,2:56 PM,Jan 4,-0.32,0,0,2.86,FITNESS&DIET,FITNESS&DIET - BARS,In-Aisle
630,903567,306,6:31 PM,Apr 3,-0.79,0,0,1,CANDY - PACKAGED,MISCELLANEOUS CANDY (INCLUDING,Rear Aisle
788,1038217,360,3:50 PM,Jun 14,-0.39,0,0,1,CRACKERS/MISC BKD FD,SOUP CRACKERS (SALTINE/OYSTER),Other Location Display
722,15741049,359,5:24 PM,Jun 16,0,0,0,6.99,BUTTER,BUTTER,Side-Aisle End Cap
762,862349,31862,7:49 PM,Jul 2,-0.1,0,0,1.75,FLUID MILK PRODUCTS,FLUID MILK WHITE ONLY,Front End Cap
786,1096036,339,4:45 PM,Nov 3,-0.61,0,0,1.25,CHEESE,IWS SINGLE CHEESE,Rear Aisle
718,7433753,324,6:33 PM,Nov 6,0,0,0,4.68,BABY HBC,BABY WIPES,Rear End Cap
715,1045109,415,5:47 PM,Nov 11,-0.99,0,0,1,FROZEN MEAT,FRZN BREADED PREPARED CHICK,Rear End Cap
718,974108,324,5:18 PM,May 22,-0.31,0,0,0.98,WAREHOUSE SNACKS,CANISTER POTATO/TORT CHIPS,Front End Cap
699,917033,408,1:47 PM,Jan 22,-4.18,0,0,5,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,In-Aisle
630,9526410,306,2:22 PM,Dec 7,0,0,0,2,BAG SNACKS,POTATO CHIPS,In-Aisle
768,883202,323,6:49 PM,Feb 8,-0.79,0,0,2.5,BATH TISSUES,TOILET TISSUE,Rear End Cap
631,5588666,389,2:14 PM,Feb 14,0,0,0,0.4,YOGURT,YOGURT NOT MULTI-PACKS,In-Aisle
725,885307,400,2:56 PM,Feb 15,-0.99,0,0,2,BAG SNACKS,POTATO CHIPS,Side-Aisle End Cap
715,1096036,389,9:22 AM,Mar 15,-0.86,0,0,1,CHEESE,IWS SINGLE CHEESE,Other Location Display
753,1103902,442,5:31 PM,Feb 16,-2.04,0,0,3.34,CONDIMENTS/SAUCES,CATSUP,In-Aisle
696,835278,31742,2:33 PM,Jul 20,-5.02,0,0,5.76,ICE CREAM/MILK/SHERBTS,PREMIUM,Rear End Cap
761,916050,343,12:02 PM,Aug 25,-1.6,0,0,5.16,SUGARS/SWEETNERS,SUGAR,In-Shelf
764,837865,33923,5:27 PM,Jun 29,0,0,0,4.49,BACON,FLAVORED/OTHER,Rear Aisle
712,5569374,448,9:16 AM,Oct 25,-2.19,0,0,2.5,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,In-Aisle
761,852864,343,11:11 AM,Dec 5,-1.77,0,0,1.8,VEGETABLES - SHELF STABLE,BEANS GREEN: FS/WHL/CUT,In-Shelf
605,965772,369,12:53 PM,Oct 17,-0.99,0,0,3,SOFT DRINKS,SFT DRNK MLT-PK BTL CARB (EXCP,Other Location Display
712,1131344,448,12:38 PM,Jun 9,-0.49,0,0,2.5,DINNER SAUSAGE,SMOKED/COOKED,Rear Aisle
696,1048352,31742,11:00 AM,Jun 12,-2.29,0,0,1.5,COLD CEREAL,ALL FAMILY CEREAL,Front End Cap
731,10285144,355,12:02 PM,Sep 3,-1.47,0,0,3,CANDY - PACKAGED,CANDY BARS (MULTI PACK),Side-Aisle End Cap
696,883404,31742,11:48 AM,Mar 4,-0.3,0,0,0.99,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHITE BREAD,In-Aisle
601,907631,32004,5:42 PM,Feb 12,-1.29,0,0,2.5,FROZEN PIZZA,SNACKS/APPETIZERS,Rear End Cap
753,844818,396,3:29 PM,May 8,-1.01,0,0,1.48,BAG SNACKS,CORN CHIPS,Front End Cap
699,893501,408,7:19 PM,May 23,-2.13,0,0,2.64,SOFT DRINKS,SFT DRNK 2 LITER BTL CARB INCL,In-Aisle
631,10118257,389,12:49 PM,May 26,-2,0,0,5.99,MEAT - MISC,GRND/PATTY - FROZEN,Other Location Display
766,1036501,333,5:53 PM,May 29,-0.59,0,0,1,SOFT DRINKS,SFT DRNK 2 LITER BTL CARB INCL,Front Aisle
725,1092026,400,9:18 AM,Sep 18,-1.58,0,0,2,SOFT DRINKS,SFT DRNK 2 LITER BTL CARB INCL,In-Aisle
764,940947,33923,4:26 PM,Jun 19,0,0,0,2.99,HEAT/SERVE,ENTREES,Rear Aisle
771,926646,359,12:59 PM,Aug 9,-1.31,0,0,1.67,CANDY - CHECKLANE,MINTS CANDY & BREATH (NOT LIF,Rear Aisle
605,965772,448,6:06 PM,Sep 20,-0.79,0,0,3.5,SOFT DRINKS,SFT DRNK MLT-PK BTL CARB (EXCP,Other Location Display
766,1071939,333,5:11 PM,Oct 17,-0.22,0,0,0.88,CHEESE,CREAM CHEESE,In-Aisle
696,889681,31742,3:52 PM,Nov 23,0,0,0,13.99,BEERS/ALES,BEERALEMALT LIQUORS,Side-Aisle End Cap
788,1043590,360,10:23 PM,Apr 28,0,0,0,1.71,SHORTENING/OIL,VEGETABLE/SALAD OIL,Other Location Display
696,999198,31742,5:04 PM,Apr 25,0,0,0,3.19,BAG SNACKS,DIPS (NON-REFRIGERATED),Rear Aisle
630,1124729,306,1:42 PM,Apr 12,-0.27,0,0,0.33,CANDY - CHECKLANE,CANDY BARS (SINGLES)(INCLUDING,Front Aisle
631,883404,389,12:30 PM,May 2,-0.11,0,0,0.88,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHITE BREAD,In-Aisle
712,923746,448,2:24 PM,Aug 2,-0.59,0,0,1,EGGS,EGGS - LARGE,In-Aisle
733,879635,356,2:32 PM,Jul 6,-0.29,0,0,0.5,YOGURT,YOGURT NOT MULTI-PACKS,Rear Aisle
786,819255,339,9:16 AM,Jul 7,-1.49,0,0,2,BREAKFAST SAUSAGE/SANDWICHES,ROLLS - PORK,Rear Aisle
771,1139569,289,4:08 PM,Nov 2,-1.68,0,0,2.51,FRZN MEAT/MEAT DINNERS,FRZN SS PREMIUM ENTREES/DNRS/T,Front End Cap
718,981776,324,9:30 PM,Nov 6,-0.59,0,0,1,DRY MIX DESSERTS,PUDDING&GELATIN CUPS/CANS,In-Shelf
761,1022053,445,1:54 PM,Apr 17,-1.01,0,0,1.48,BAG SNACKS,CORN CHIPS,Front End Cap
718,924262,324,1:06 PM,Jan 6,-3.99,0,0,3.99,BACON,BETTER FOR YOU,Rear Aisle
696,925694,31742,11:45 AM,Jan 8,-1.98,0,0,5,COLD CEREAL,ADULT CEREAL,Rear End Cap
753,8090509,396,9:21 PM,Apr 23,-2.09,0,0,2.5,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,Other Location Display
762,952280,31862,9:02 PM,Oct 3,-0.17,0,0,3.82,ICE CREAM/MILK/SHERBTS,TRADITIONAL,Front End Cap
712,951590,448,9:51 AM,Aug 6,-0.6,0,0,1.69,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHITE BREAD,Other Location Display
771,1077555,424,1:12 PM,Jul 3,-0.69,0,0,1,MILK BY-PRODUCTS,COTTAGE CHEESE,Rear Aisle
797,5591170,450,8:14 PM,Apr 22,-1.49,0,0,2.5,CHEESE,SHREDDED CHEESE,Rear Aisle
647,910032,384,4:15 PM,Mar 4,-3.29,0,0,3.29,HOT DOGS,PREMIUM - MEAT,Rear Aisle
788,9526846,360,7:52 PM,Mar 5,-2.69,0,0,2.5,ICE CREAM/MILK/SHERBTS,PREMIUM,Front End Cap
725,1066783,400,2:24 PM,May 11,-1.99,0,0,2,ICE CREAM/MILK/SHERBTS,TRADITIONAL,Front End Cap
647,835431,438,7:07 PM,May 20,-0.29,0,0,2,FRZN NOVELTIES/WTR ICE,STICKS/ENROBED,Front End Cap
696,1042438,31742,9:52 PM,May 21,-1.39,0,0,2.5,COOKIES/CONES,SANDWICH COOKIES,Front End Cap
718,859075,324,3:32 PM,Oct 11,-0.51,0,0,5.16,CHEESE,SHREDDED CHEESE,In-Aisle
788,5569845,313,1:00 PM,Aug 22,-2.19,0,0,2.5,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,Front Aisle
680,820752,424,3:07 PM,Jun 25,0,0,0,5.39,BATTERIES,ALKALINE BATTERIES,Rear End Cap
696,885023,31742,11:11 AM,Sep 24,-0.99,0,0,2,BAKING NEEDS,BITS & MORSELS,Front End Cap
725,1132343,400,1:21 PM,Sep 25,-2.58,0,0,2,SOUP,RTS SOUP: CHUNKY/HOMESTYLE ET,Rear End Cap
786,1065538,339,4:29 PM,Mar 3,0,0,0,15.99,BEERS/ALES,BEERALEMALT LIQUORS,Mid-Aisle End Cap
768,1096960,323,6:23 AM,Dec 2,-1.48,0,0,2.5,WATER,SPRING WATER,Other Location Display
699,1094262,408,1:40 PM,Dec 4,0,0,0,2.29,SPICES & EXTRACTS,SPICES & SEASONINGS,Front End Cap
768,966684,323,5:35 PM,Apr 14,-3,0,0,3.99,WATER - CARBONATED/FLVRD DRINK,NON-CRBNTD DRNKING/MNERAL WATE,Rear Aisle
607,828805,292,6:49 PM,Dec 7,-2.31,0,0,3,WATER,SPRING WATER,Front End Cap
718,828805,324,4:49 PM,Dec 7,-0.09,0,0,1.68,WATER,SPRING WATER,In-Aisle
631,981760,389,12:44 PM,Dec 24,-0.19,0,0,1,EGGS,EGGS - X-LARGE,Front End Cap
718,940947,324,6:05 PM,Dec 31,0,0,0,5.98,HEAT/SERVE,ENTREES,Rear Aisle
725,937343,400,11:30 AM,Mar 18,-0.87,0,0,1.88,COOKIES/CONES,TRAY PACK/CHOC CHIP COOKIES,Rear End Cap
762,826249,31862,4:40 PM,Mar 17,-0.03,0,0,0.31,BAKED BREAD/BUNS/ROLLS,HAMBURGER BUNS,Rear Aisle
706,1017890,384,6:33 AM,Aug 14,0,0,0,1.68,COLD AND FLU,COUGH SYRP/LOZNG-DRP/XPCTRNT,Side-Aisle End Cap
715,930666,415,4:18 PM,Oct 24,-1.49,0,0,2.5,BACON,ECONOMY,Rear Aisle
733,992933,356,7:05 PM,Dec 4,-0.19,0,0,2.5,FRZN POTATOES,FRZN FRENCH FRIES,Rear End Cap
764,857849,346,7:54 PM,May 14,-0.45,0,0,0.44,MARGARINES,MARGARINE  STICK,Other Location Display
718,987562,324,7:54 AM,Aug 6,-0.13,0,0,1.76,CHEESE,SHREDDED CHEESE,In-Aisle
761,834826,343,3:57 PM,May 26,-3,0,0,5.99,BATH TISSUES,TOILET TISSUE,Front End Cap
755,10306817,388,2:32 PM,Jun 13,-1.49,-1,0,2.5,FITNESS&DIET,FITNESS&DIET - BARS,Side-Aisle End Cap
761,969725,343,11:38 AM,Jul 13,-4.29,0,0,8.7,SEAFOOD - FROZEN,SEAFOOD-FRZ-IQF COOKED SHRIMP,Rear End Cap
601,7441558,306,4:17 PM,Apr 16,0,0,0,0.6,CANDY - CHECKLANE,CANDY BARS (SINGLES)(INCLUDING,Front Aisle
696,1130319,369,1:22 PM,Oct 5,0,0,0,15.98,IMPORTED WINE,ITALIAN WINES,Other Location Display
761,1013597,343,6:07 PM,Aug 6,-1.99,0,0,2,COLD CEREAL,KIDS CEREAL,Rear End Cap
788,8090537,321,7:33 PM,Jun 12,-4.18,-2.5,0,5,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,Rear Aisle
786,823704,339,9:17 AM,Nov 10,-1.29,0,0,2.5,BREAKFAST SAUSAGE/SANDWICHES,ROLLS - PORK,Rear Aisle
718,859075,324,8:03 PM,Apr 12,-0.45,0,0,4.89,CHEESE,SHREDDED CHEESE,Other Location Display
630,9884204,306,3:41 PM,Nov 20,-0.49,0,0,2.5,DINNER SAUSAGE,SMOKED/COOKED - BETTER FOR YOU,Rear Aisle
786,1065538,339,8:25 AM,Nov 24,0,0,0,16.49,BEERS/ALES,BEERALEMALT LIQUORS,Mid-Aisle End Cap
718,1018859,324,6:09 PM,Feb 11,-0.1,0,0,1.55,CONVENIENT BRKFST/WHLSM SNACKS,FRUIT SNACKS,Rear End Cap
647,15778604,343,4:20 PM,Jul 5,-0.5,0,0,2.99,PROCESSED,DIPS,In-Aisle
762,840361,31862,12:50 PM,Apr 21,-0.08,0,0,0.91,EGGS,EGGS - LARGE,Side-Aisle End Cap
718,864774,324,1:24 PM,May 4,-0.5,0,0,0.99,CONDIMENTS/SAUCES,SALAD MUSTARD,Other Location Display
761,993466,343,7:44 PM,May 6,-1.09,0,0,1.5,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHEAT/MULTIGRAIN BR,In-Aisle
631,1094262,389,11:36 AM,May 8,0,0,0,2.29,SPICES & EXTRACTS,SPICES & SEASONINGS,In-Shelf
768,834117,323,6:24 PM,Sep 27,0,0,0,3.99,WATER - CARBONATED/FLVRD DRINK,NON-CRBNTD DRNKING/MNERAL WATE,Other Location Display
725,844165,400,9:18 AM,Sep 18,-3.16,0,0,4,SOFT DRINKS,SFT DRNK 2 LITER BTL CARB INCL,In-Aisle
712,914190,448,10:08 AM,Nov 15,-0.99,0,0,1,CHEESE,CREAM CHEESE,In-Aisle
761,5569230,343,1:21 PM,Nov 15,-1.94,0,0,2.75,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,In-Aisle
718,1127716,324,9:16 PM,Mar 31,-0.66,0,0,3.33,SOFT DRINKS,SFT DRNK MLT-PK BTL CARB (EXCP,Other Location Display
631,1003188,389,4:11 PM,Apr 28,-0.58,0,0,3,CANNED JUICES,APPLE JUICE & CIDER (OVER 50%,Other Location Display
768,8090521,323,10:51 PM,Apr 20,-1.25,0,0,3.34,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,Rear Aisle
715,1055072,354,12:12 PM,Apr 26,-0.7,0,0,1.79,SNACK NUTS,VAC PAC NUTS(CANS),Rear Aisle
725,1038217,400,1:08 PM,Jun 2,-0.39,0,0,1,CRACKERS/MISC BKD FD,SOUP CRACKERS (SALTINE/OYSTER),Rear End Cap
605,826249,369,10:54 AM,Aug 12,-0.3,0,0,0.99,BAKED BREAD/BUNS/ROLLS,HAMBURGER BUNS,Side-Aisle End Cap
696,8090532,31742,8:39 PM,Jun 16,-2.09,0,0,2.5,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,Rear Aisle
692,857055,335,4:33 PM,Sep 21,-0.39,0,0,1,MARGARINES,MARGARINE: TUBS AND BOWLS,Side-Aisle End Cap
680,911812,424,6:03 PM,Aug 26,-1.08,0,0,1.5,SOUP,CONDENSED SOUP,In-Shelf
718,12695419,324,6:07 PM,Nov 3,-0.59,0,0,1,BAG SNACKS,CORN CHIPS,Rear Aisle
631,981760,389,2:22 PM,Apr 4,0,0,0,1.09,EGGS,EGGS - X-LARGE,Front End Cap
696,873627,358,2:54 PM,Nov 27,-0.6,0,0,1.39,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHITE BREAD,Side-Aisle End Cap
661,1035836,427,5:27 PM,May 10,-1.58,0,0,2,DRY MIX DESSERTS,PUDDING&GELATIN CUPS/CANS,Front End Cap
786,972665,339,8:44 AM,Jun 29,0,0,0,3.79,BREAKFAST SAUSAGE/SANDWICHES,OTHER,Other Location Display
630,1096036,306,5:53 PM,Jun 30,-0.67,0,0,1.19,CHEESE,IWS SINGLE CHEESE,In-Aisle
696,1115874,31742,8:23 PM,Jul 4,0,0,0,0.59,CANDY - CHECKLANE,CANDY BARS (SINGLES)(INCLUDING,Other Location Display
715,5568197,415,9:36 AM,Nov 13,-2.72,0,0,2.77,COLD CEREAL,ALL FAMILY CEREAL,Front End Cap
647,859075,343,7:30 PM,Nov 13,-0.23,0,0,3.33,CHEESE,SHREDDED CHEESE,In-Aisle
605,1133018,339,7:10 PM,Feb 25,-0.99,0,0,1,FLUID MILK PRODUCTS,FLUID MILK WHITE ONLY,Front End Cap
788,862682,360,10:11 AM,Apr 15,-0.39,0,0,2.5,WATER - CARBONATED/FLVRD DRINK,NON-CRBNTD DRNKING/MNERAL WATE,Side-Aisle End Cap
731,1136666,329,4:35 PM,May 6,-0.5,0,0,0.79,ISOTONIC DRINKS,ISOTONIC DRINKS SINGLE SERVE,Front Aisle
718,1127716,324,9:52 PM,Mar 27,-0.66,0,0,3.33,SOFT DRINKS,SFT DRNK MLT-PK BTL CARB (EXCP,Other Location Display
788,844165,313,3:20 PM,Oct 4,-0.71,0,0,0.88,SOFT DRINKS,SFT DRNK 2 LITER BTL CARB INCL,In-Aisle
718,915621,324,5:00 PM,Aug 3,-0.1,0,0,0.88,SOUP,CONDENSED SOUP,Other Location Display
718,938700,327,4:08 PM,Sep 14,-0.1,0,0,1.48,VEGETABLES - SHELF STABLE,CORN,In-Shelf
607,6552087,412,5:52 PM,Jul 17,-0.9,0,0,6.59,CRACKERS/MISC BKD FD,CHEESE CRACKERS (CHEEZ-ITS/GOL,Front End Cap
766,1096556,333,8:06 PM,Sep 3,-2.69,0,0,2.5,ICE CREAM/MILK/SHERBTS,PREMIUM,Front End Cap
761,867188,343,4:09 PM,Sep 3,-2.36,0,0,4,FROZEN PIE/DESSERTS,FRZN WHIPPED TOPPING,Front End Cap
740,866140,370,3:25 PM,Jan 23,0,0,0,0.52,DRY NOODLES/PASTA,SPAGHETTI DRY,Rear End Cap
740,1054539,370,3:25 PM,Jan 23,-1.19,0,0,2.5,REFRGRATD JUICES/DRNKS,DAIRY CASE 100% PURE JUICE - O,In-Aisle
712,846550,448,9:33 AM,Mar 24,-0.9,0,0,1.39,BAKED BREAD/BUNS/ROLLS,HOT DOG BUNS,In-Aisle
718,983729,324,4:49 PM,Dec 7,0,0,0,0.89,PROCESSED,PACKAGED MIX,In-Aisle
605,897125,369,12:39 PM,Dec 26,-0.38,0,0,2,CHEESE,GRATED CHEESE,Other Location Display
706,1012587,32004,3:15 PM,Mar 16,-2,0,0,5.99,MEAT - MISC,GRND/PATTY - FROZEN,Other Location Display
761,882138,343,9:32 PM,Mar 31,-1.17,0,0,1.5,VEGETABLES - SHELF STABLE,BEANS GREEN: FS/WHL/CUT,In-Shelf
661,10121965,427,2:27 PM,Apr 1,-0.99,0,0,1,CRACKERS/MISC BKD FD,CHEESE CRACKERS (CHEEZ-ITS/GOL,Front End Cap
715,1022872,354,12:23 PM,Dec 30,-0.78,0,0,1,CANDY - CHECKLANE,CANDY BARS (SINGLES)(INCLUDING,Rear Aisle
768,9527290,323,6:48 PM,Apr 11,-0.33,0,0,1.67,BAG SNACKS,POTATO CHIPS,Rear End Cap
712,849843,369,11:11 AM,Jan 3,-0.3,0,0,0.99,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHEAT/MULTIGRAIN BR,In-Aisle
768,853904,323,2:17 PM,Jun 1,-0.28,0,0,0.4,SOUP,RAMEN NOODLES/RAMEN CUPS,Rear End Cap
605,10309725,381,11:20 AM,Jul 29,-0.39,0,0,2.5,CANDY - PACKAGED,CANDY BAGS-CHOCOCLATE,Mid-Aisle End Cap
788,1118393,360,5:40 PM,Jul 29,-0.25,0,0,0.34,CANDY - CHECKLANE,CANDY BARS (SINGLES)(INCLUDING,In-Aisle
715,13511937,354,1:42 PM,Jun 4,0,0,0,4.13,DOMESTIC GOODS,SEASONAL CANDY BAGS-CHOCOLATE,Side-Aisle End Cap
786,972665,339,1:59 PM,Jun 24,0,0,0,3.79,BREAKFAST SAUSAGE/SANDWICHES,OTHER,Other Location Display
725,987562,400,6:07 PM,Oct 21,-0.53,0,0,1.25,CHEESE,SHREDDED CHEESE,Other Location Display
630,15926886,306,3:31 PM,Oct 28,0,0,0,2.5,BAG SNACKS,POTATO CHIPS,Other Location Display
696,1003188,31742,6:03 PM,May 12,-0.4,0,0,6.76,CANNED JUICES,APPLE JUICE & CIDER (OVER 50%,Front End Cap
733,5569471,356,4:49 PM,Jul 12,-7.24,0,0,11.52,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,Other Location Display
740,889774,404,8:24 PM,Oct 4,-0.29,0,0,0.5,VEGETABLES - SHELF STABLE,CORN,Front End Cap
718,857849,324,12:17 PM,May 31,0,0,0,0.66,MARGARINES,MARGARINE  STICK,In-Aisle
733,1051069,356,4:27 PM,Sep 17,0,0,0,0.59,CANDY - CHECKLANE,CANDY BARS (SINGLES)(INCLUDING,Front End Cap
715,1115874,354,1:42 PM,Jun 4,-0.25,0,0,0.34,CANDY - CHECKLANE,CANDY BARS (SINGLES)(INCLUDING,Front Aisle
786,893018,339,9:15 AM,Jul 28,-0.2,0,0,2.79,CHEESE,IWS SINGLE CHEESE,Other Location Display
725,987562,400,12:09 PM,Sep 11,-0.22,0,0,1.67,CHEESE,SHREDDED CHEESE,In-Aisle
712,1045220,448,1:20 PM,May 27,-0.78,0,0,2,MEAT - SHELF STABLE,PASTA: CANNED,In-Shelf
630,1042942,306,6:55 PM,May 29,-1.98,0,0,6,ICE CREAM/MILK/SHERBTS,PAILS,Front End Cap
601,1110244,306,3:09 PM,Oct 19,-1.38,0,0,3,BAKED SWEET GOODS,SWEET GOODS - FULL SIZE,Other Location Display
741,1030362,315,8:35 PM,Oct 10,-0.51,0,0,0.88,SOFT DRINKS,SFT DRNK 2 LITER BTL CARB INCL,Rear Aisle
766,893118,322,7:36 PM,Jul 12,-2.64,0,0,3.34,CHEESE,SHREDDED CHEESE,Rear Aisle
706,938700,343,4:43 PM,Jul 14,-0.58,0,0,1,VEGETABLES - SHELF STABLE,CORN,In-Shelf
607,1132770,372,6:39 PM,Sep 9,0,0,0,0.59,SOFT DRINKS,SFT DRNK 2 LITER BTL CARB INCL,Rear Aisle
647,1029504,421,9:19 PM,Oct 3,0,0,0,1.05,BAG SNACKS,PRETZELS,In-Aisle
605,1096508,369,1:29 PM,Mar 4,-1,0,0,2.99,COLD CEREAL,KIDS CEREAL,Other Location Display
680,9526410,424,8:13 PM,Jan 25,-0.23,0,0,1.77,BAG SNACKS,POTATO CHIPS,In-Aisle
740,1106428,404,7:31 PM,Jan 11,-2.78,0,0,3,COOKIES/CONES,SANDWICH COOKIES,Front Aisle
647,1095700,343,1:43 PM,Jan 12,-2,0,0,1.98,DINNER SAUSAGE,SMOKED/COOKED,Rear Aisle
766,868764,333,5:53 PM,May 29,-0.59,0,0,1,SOFT DRINKS,SFT DRNK 2 LITER BTL CARB INCL,Front Aisle
630,976199,306,1:54 PM,Aug 29,-2.64,0,0,3.54,BUTTER,BUTTER,In-Aisle
771,1108094,293,12:19 PM,Jun 19,0,0,0,11.99,BEERS/ALES,BEERALEMALT LIQUORS,Mid-Aisle End Cap
630,9837684,306,2:36 PM,Jun 16,0,0,0,0.34,CANDY - CHECKLANE,SEASONAL CANDY BAGS-CHOCOLATE,Front Aisle
768,8291322,323,6:29 AM,Jun 20,-1.49,0,0,2.5,BREAKFAST SAUSAGE/SANDWICHES,ROLLS - PORK,Rear Aisle
607,1054262,432,11:56 PM,Jul 4,-0.45,0,0,1.88,COLD CEREAL,KIDS CEREAL,Rear End Cap
607,8357993,432,11:56 PM,Jul 4,-1.5,0,0,3.29,COLD CEREAL,ALL FAMILY CEREAL,In-Shelf
718,1071939,324,11:07 AM,Jul 3,-0.2,0,0,2,CHEESE,CREAM CHEESE,In-Aisle
761,7166861,343,8:44 PM,Apr 15,-0.6,0,0,4.99,ICE CREAM/MILK/SHERBTS,PREMIUM,Rear End Cap
761,951190,343,12:13 PM,Nov 4,-0.24,0,0,4,SALD DRSNG/SNDWCH SPRD,POURABLE SALAD DRESSINGS,Rear End Cap
706,951590,32004,11:29 AM,Jan 18,0,0,0,1.99,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHITE BREAD,Other Location Display
607,819063,375,6:34 PM,Nov 26,-0.18,0,0,1.67,PASTA SAUCE,MAINSTREAM,Rear End Cap
647,844165,343,4:09 PM,Dec 14,-1.42,0,0,1.76,SOFT DRINKS,SFT DRNK 2 LITER BTL CARB INCL,Rear Aisle
786,913785,339,9:58 AM,Jan 5,0,0,0,1.62,CONDIMENTS/SAUCES,CATSUP,Mid-Aisle End Cap
647,9527494,343,8:38 PM,Feb 20,0,0,0,2,BAG SNACKS,POTATO CHIPS,In-Aisle
797,823704,450,4:19 PM,Jul 18,-1.29,0,0,2.5,BREAKFAST SAUSAGE/SANDWICHES,ROLLS - PORK,Rear Aisle
680,13213357,424,3:58 PM,Aug 5,-0.69,0,0,1,ICE CREAM/MILK/SHERBTS,PREMIUM PINTS,In-Aisle
733,1008626,356,11:00 AM,Sep 2,-0.79,0,0,1.6,SPICES & EXTRACTS,SPICES & SEASONINGS,In-Shelf
718,1096036,324,12:10 PM,Jun 30,-0.12,0,0,1.62,CHEESE,IWS SINGLE CHEESE,Side-Aisle End Cap
718,883404,324,6:29 PM,Nov 3,-0.29,0,0,1,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHITE BREAD,In-Aisle
725,859075,400,5:00 PM,Nov 5,-0.53,0,0,1.25,CHEESE,SHREDDED CHEESE,Other Location Display
725,1053763,400,4:43 PM,May 7,-0.3,0,0,0.3,PWDR/CRYSTL DRNK MX,SOFT DRINK POWDER POUCHES,Other Location Display
788,1129787,360,10:07 AM,Apr 15,0,0,0,4.09,MISC WINE,BEVERAGE WINES,Side-Aisle End Cap
761,895886,343,9:13 AM,May 10,-3.69,0,0,6.67,COOKIES/CONES,GRAHAM CRACKERS,Rear End Cap
740,976506,370,3:06 PM,May 24,0,0,0,3.59,HAIR CARE PRODUCTS,SHAMPOO,In-Aisle
771,981760,424,6:40 PM,Jun 22,-0.51,0,0,0.88,EGGS,EGGS - X-LARGE,Rear Aisle
766,852360,333,5:43 PM,Aug 21,-1.42,0,0,1.77,REFRGRATD JUICES/DRNKS,DAIRY CASE 100% PURE JUICE - O,In-Aisle
661,1138292,427,10:50 PM,Sep 23,-0.42,0,0,3.73,SOFT DRINKS,SOFT DRINKS 20PK&24PK CAN CARB,Other Location Display
788,850102,313,11:44 AM,Jun 28,-3.11,0,0,4.88,SOFT DRINKS,SOFT DRINKS 20PK&24PK CAN CARB,Front Aisle
630,9676852,306,2:30 PM,Aug 24,-0.09,-0.75,-0.25,2.74,DISHWASH DETERGENTS,AUTOMATIC DISHWASHER DETERGENT,Rear End Cap
607,1077373,432,6:25 PM,Oct 15,0,0,0,2.49,PNT BTR/JELLY/JAMS,HONEY,In-Aisle
786,1108094,339,1:10 PM,Sep 4,0,0,0,11.99,BEERS/ALES,BEERALEMALT LIQUORS,Other Location Display
647,845262,343,5:32 PM,Sep 4,-0.98,0,0,1,SOUP,BROTH,In-Shelf
786,972665,339,9:40 AM,Dec 1,0,0,0,3.59,BREAKFAST SAUSAGE/SANDWICHES,OTHER,Other Location Display
712,998119,448,10:58 AM,Mar 8,0,0,0,3.49,BAG SNACKS,TORTILLA/NACHO CHIPS,Side-Aisle End Cap
661,1089025,427,3:06 PM,Apr 8,-1.05,0,0,2.25,FROZEN PIZZA,PIZZA/TRADITIONAL,Front End Cap
718,981760,324,8:55 AM,Dec 24,-0.1,0,0,1.09,EGGS,EGGS - X-LARGE,In-Aisle
605,13039664,448,3:25 PM,Apr 15,-1.06,0,0,4.23,INFANT CARE PRODUCTS,FEEDING ACCESSORIES BOTTLES,Rear End Cap
631,7441419,389,4:06 PM,Jan 3,-1.79,0,0,3,ICE CREAM/MILK/SHERBTS,PREMIUM,Front End Cap
741,5591814,315,7:32 PM,Jul 12,-1.49,0,0,2.5,CHEESE,SHREDDED CHEESE,Side-Aisle End Cap
