householdid,productid,cartid,storeid,transactiontime,daydate,salesvalue,productdesc,productsubdesc,qty,displayadtypedesc,loyaltydiscount,coupondiscount,couponmatchdiscount
631,926680,33329592242,389,3:15 PM,Mar 7,1,DRY BN/VEG/POTATO/RICE,POTATOES: DRY,1,Front End Cap,-0.99,0,0
761,930917,31969625975,343,10:44 AM,Dec 3,2,MEAT - SHELF STABLE,PASTA: CANNED,2,Rear End Cap,0,0,0
797,821845,33971120395,450,10:06 AM,Apr 15,3.89,DISPOSIBLE FOILWARE,DISPOSABLE FOILWARE,1,In-Aisle,0,0,0
706,1098066,33444216646,32004,3:15 PM,Mar 16,0.5,BAKED BREAD/BUNS/ROLLS,HOT DOG BUNS,1,Other Location Display,0,0,0
630,1076875,32556312382,306,6:55 PM,Jan 10,0.88,SOFT DRINKS,SFT DRNK 2 LITER BTL CARB INCL,1,In-Aisle,-0.71,0,0
762,1096036,33168208233,391,8:23 PM,Feb 24,1.69,CHEESE,IWS SINGLE CHEESE,1,Rear Aisle,-0.17,0,0
755,12757007,34762295061,382,5:44 AM,May 20,7.98,BREAKFAST SWEETS,SW GDS:DONUTS,2,In-Aisle,0,0,0
631,891279,41324862824,389,5:44 PM,Oct 1,1,OLIVES,RIPE OLIVES,1,In-Shelf,-0.19,0,0
696,13007708,35573636095,31742,3:24 PM,Jun 9,1.67,CONVENIENT BRKFST/WHLSM SNACKS,FRUIT SNACKS,1,Front End Cap,-1.12,0,0
766,1095751,35598290928,333,12:32 PM,Jun 11,2,FRZN MEAT/MEAT DINNERS,FRZN SS PREMIUM ENTREES/DNRS/N,1,Front End Cap,-1.19,0,0
768,921744,40865073131,323,5:44 PM,Sep 6,1.88,BAG SNACKS,TORTILLA/NACHO CHIPS,1,Side-Aisle End Cap,-0.71,0,0
753,5568378,41613586426,442,4:48 PM,Oct 23,1.88,BAG SNACKS,TORTILLA/NACHO CHIPS,1,Front End Cap,-0.87,0,0
647,6533362,42076927732,438,8:20 PM,Nov 27,2.75,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,1,In-Aisle,-1.74,0,0
740,1043128,42136163203,370,6:13 PM,Dec 1,2,FRUIT - SHELF STABLE,PINEAPPLE,2,In-Shelf,-0.98,0,0
733,1017772,42159126886,356,5:19 PM,Dec 3,2.39,REFRGRATD DOUGH PRODUCTS,REFRIGERATED SPECILATY ROLLS,1,Rear Aisle,0,0,0
725,880895,28629256814,400,2:24 PM,May 11,2,ICE CREAM/MILK/SHERBTS,TRADITIONAL,1,Front End Cap,-1.99,0,0
630,883701,30055323184,306,8:01 PM,Aug 4,0.99,CANDY - PACKAGED,SEASONAL CANDY BAGS NON-CHOCOL,1,Side-Aisle End Cap,0,0,0
766,872137,30531303049,333,5:43 PM,Aug 21,2.99,BUTTER,BUTTER,1,In-Aisle,-1,0,0
601,901111,30531582020,32004,6:07 PM,Aug 22,1.59,CHIPS&SNACKS,MISC,1,Side-Aisle End Cap,0,0,0
601,942778,30531582020,32004,6:07 PM,Aug 22,2.5,CRACKERS/MISC BKD FD,SNACK CRACKERS,1,Front End Cap,-0.49,0,0
647,1114251,31225877868,438,5:42 PM,Oct 14,2.14,FRZN MEAT/MEAT DINNERS,FRZN SS PREMIUM ENTREES/DNRS/N,1,Front End Cap,-1.05,0,0
601,883404,29671326996,32004,5:52 PM,Jul 12,0.88,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHITE BREAD,1,In-Aisle,-0.41,0,0
696,1062782,31242447756,31742,8:32 PM,Oct 15,1,PNT BTR/JELLY/JAMS,JELLY,1,Rear End Cap,-0.99,0,0
607,1038217,31254595975,432,1:33 PM,Oct 16,1,CRACKERS/MISC BKD FD,SOUP CRACKERS (SALTINE/OYSTER),1,Other Location Display,-0.39,0,0
762,892383,31070401700,31862,3:46 PM,Oct 2,1.4,COCOA MIXES,HOT CHOCOLATE COCOA MIX,4,Front End Cap,-0.16,0,0
725,1008386,32744531428,400,3:04 PM,Jan 22,7.99,HAIR CARE PRODUCTS,HAIR COLOR AND DEVELOPERS,1,Side-Aisle End Cap,-1.8,0,0
718,849843,32744640371,324,10:34 AM,Jan 23,1.19,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHEAT/MULTIGRAIN BR,1,Other Location Display,-0.1,0,0
787,13774745,32823871904,443,6:21 PM,Jan 29,2.99,COLD CEREAL,ADULT CEREAL,1,In-Shelf,-0.5,0,0
722,1096036,34577702674,359,9:52 PM,May 15,1.25,CHEESE,IWS SINGLE CHEESE,1,Side-Aisle End Cap,-0.81,0,0
766,1137025,40399991964,333,3:53 PM,Jul 30,1.94,SPICES & EXTRACTS,SPICES & SEASONINGS,1,Front End Cap,-0.95,0,0
647,940766,35334109513,343,6:44 PM,Jun 3,1.67,CHEESE,SHREDDED CHEESE,1,In-Aisle,-1.12,0,0
718,1096635,35386826227,324,3:11 PM,Jun 4,3.59,ICE CREAM/MILK/SHERBTS,TRADITIONAL,2,Front Aisle,-4.39,0,0
768,898510,40509658988,323,7:21 PM,Aug 8,1.25,SOUP,RTS SOUP: CHUNKY/HOMESTYLE ET,1,Front End Cap,-0.93,0,0
766,5569230,30995985472,333,9:52 AM,Sep 26,3.34,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,1,Front Aisle,-1.35,0,0
607,1094955,31242562692,432,6:25 PM,Oct 15,1.31,MEAT - SHELF STABLE,SANDWICH SAUCE,1,In-Aisle,0,0,0
715,1022119,31672737140,389,2:56 PM,Nov 10,1.25,CONVENIENT BRKFST/WHLSM SNACKS,TOASTER PASTRIES,1,Front End Cap,-0.54,0,0
647,6534030,32704897834,438,8:23 PM,Jan 20,2.5,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,1,In-Aisle,-1.49,0,0
718,1119108,32007132274,324,4:49 PM,Dec 7,1.39,CANDY - PACKAGED,SEASONAL CANDY BAGS-CHOCOLATE,1,Other Location Display,-1.4,0,0
699,12524059,32957005358,408,8:54 PM,Feb 8,1.5,CRACKERS/MISC BKD FD,CROUTONS SALAD TOPPERS BREAD,1,In-Aisle,-0.29,0,0
786,1107661,32957780257,339,9:34 AM,Feb 9,0.88,BAKED BREAD/BUNS/ROLLS,MAIN MEAL BREAD,1,Side-Aisle End Cap,-0.41,0,0
725,910032,32125667389,400,5:42 PM,Dec 16,3.29,HOT DOGS,PREMIUM - MEAT,2,Rear Aisle,-3.29,0,0
768,5569230,33094793153,323,9:25 PM,Feb 18,2.5,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,1,Rear Aisle,-2.19,0,0
647,858419,35701678596,343,3:45 PM,Jun 16,2,CRACKERS/MISC BKD FD,BUTTER SPRAY CRACKER (RITZ/CLU,1,Mid-Aisle End Cap,-0.99,0,0
725,952317,40062112341,400,5:39 PM,Jul 3,1,BAKED SWEET GOODS,SNACK CAKE - MULTI PACK,1,In-Aisle,-0.09,0,0
606,849843,41865357737,446,11:26 PM,Nov 11,0.88,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHEAT/MULTIGRAIN BR,1,Mid-Aisle End Cap,-0.41,0,0
647,15926886,41891790569,343,7:30 PM,Nov 13,1.88,BAG SNACKS,POTATO CHIPS,1,In-Aisle,-0.62,0,0
786,916115,41904485322,448,10:53 AM,Nov 14,1.99,COOKIES/CONES,MULTI-PACK COOKIES,1,In-Aisle,0,0,0
622,867931,31356865612,298,10:59 AM,Oct 24,4,FROZEN PIZZA,SANDWICHES&HANDHELDS,2,Front End Cap,0,0,0
647,940766,27733012736,384,4:15 PM,Mar 4,5,CHEESE,SHREDDED CHEESE,3,In-Aisle,-3.97,0,0
718,859075,28167946562,324,4:17 PM,Apr 10,5.12,CHEESE,SHREDDED CHEESE,2,In-Aisle,-0.26,0,0
731,932863,28243957055,438,4:25 PM,Apr 16,2.99,HOT DOGS,PREMIUM - MEAT,2,Rear Aisle,-2.99,0,0
715,1112043,31097446724,354,4:47 PM,Oct 4,0.99,COLD AND FLU,COUGH SYRP/LOZNG-DRP/XPCTRNT,1,Side-Aisle End Cap,-0.4,0,0
788,5979283,30818911014,360,2:13 PM,Sep 12,1.99,CANDY - CHECKLANE,MINTS CANDY & BREATH (NOT LIF,1,Other Location Display,0,0,0
731,8090532,28757360801,355,12:35 PM,May 19,3,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,1,Front Aisle,-1.59,0,0
764,982493,28868166518,346,6:01 PM,May 28,1,BAKED SWEET GOODS,SNACK CAKE - MULTI PACK,1,In-Aisle,-0.19,0,0
647,7166845,31198427156,343,6:31 PM,Oct 12,3.19,BAG SNACKS,DIPS (NON-REFRIGERATED),1,Side-Aisle End Cap,0,0,0
797,1050883,31623686647,450,4:51 PM,Nov 6,1,SEAFOOD - MISC,SEAFOOD-MISC-SAUCES/MARIN-WET,1,Rear Aisle,-0.99,0,0
718,1097001,31944932012,324,4:36 PM,Dec 1,3.34,SOFT DRINKS,SFT DRNK MLT-PK BTL CARB (EXCP,1,Other Location Display,-0.65,0,0
605,9527290,31956553946,369,4:33 PM,Dec 2,2,BAG SNACKS,POTATO CHIPS,1,Other Location Display,0,0,0
768,845894,32259663888,323,8:06 PM,Dec 28,2.5,FRZN MEAT/MEAT DINNERS,FRZN MULTI SERVE ENTREES ALL,1,Rear End Cap,-1.49,0,0
768,1099089,32589485064,323,6:30 AM,Jan 13,3.99,MEAT - MISC,BREAST - BONELESS(IQF),1,Other Location Display,-5,0,0
771,1108094,40174417476,359,6:47 PM,Jul 12,11.99,BEERS/ALES,BEERALEMALT LIQUORS,1,Side-Aisle End Cap,0,0,0
718,883404,34227104058,324,1:24 PM,May 4,1.19,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHITE BREAD,1,In-Aisle,-0.1,0,0
718,857849,40199096970,324,5:40 PM,Jul 14,0.56,MARGARINES,MARGARINE  STICK,1,Side-Aisle End Cap,0,0,0
764,15926885,41337835270,33923,8:40 AM,Oct 2,3,BAG SNACKS,BAGGED CHEESE SNACKS,2,Front End Cap,-1.98,0,0
699,1078763,34850237447,408,7:27 PM,May 23,1.67,PASTA SAUCE,MAINSTREAM,1,In-Shelf,-0.72,0,0
725,1096036,36027920979,400,1:20 PM,Jun 25,2.38,CHEESE,IWS SINGLE CHEESE,2,In-Aisle,-1.1,0,0
725,895680,41587677288,400,6:07 PM,Oct 21,3.23,FROZEN PIZZA,PIZZA/TRADITIONAL,1,Rear End Cap,-2.16,0,0
718,9527160,27829376147,324,1:42 PM,Mar 13,2,BAG SNACKS,POTATO CHIPS,1,Side-Aisle End Cap,-0.99,0,0
788,842392,30036200752,360,1:24 PM,Jul 28,1.67,COFFEE,GROUND COFFEE,1,In-Shelf,-1.62,0,0
762,865528,30190222135,432,5:36 PM,Aug 13,2.5,BACON,PREMIUM,1,Rear Aisle,-1.79,0,0
786,826249,29273237130,339,6:03 PM,Jun 21,0.22,BAKED BREAD/BUNS/ROLLS,HAMBURGER BUNS,1,In-Aisle,-0.03,0,0
755,847139,29590420149,388,7:55 AM,Jul 10,1.89,FRZN MEAT/MEAT DINNERS,FRZN SS PREMIUM ENTREES/DNRS/N,1,Front End Cap,-1.6,-0.5,-0.5
647,915586,31225877868,438,5:42 PM,Oct 14,2.14,FRZN MEAT/MEAT DINNERS,FRZN SS PREMIUM ENTREES/DNRS/N,1,Front End Cap,-1.05,-1,0
647,916487,31225877868,438,5:42 PM,Oct 14,2.14,FRZN MEAT/MEAT DINNERS,FRZN SS PREMIUM ENTREES/DNRS/N,1,Front End Cap,-1.05,0,0
647,909349,31020382603,343,10:28 PM,Sep 28,1.19,FLOUR & MEALS,FLOUR: WHITE & SELF RISING,1,Rear End Cap,0,0,0
712,843756,31747835399,448,10:21 AM,Nov 16,1.25,CHEESE,CREAM CHEESE,1,Rear Aisle,-0.74,0,0
718,870547,32823971732,324,5:26 PM,Jan 29,1.99,MARGARINES,MARGARINE: TUBS AND BOWLS,1,Other Location Display,0,0,0
718,941891,33421371985,324,5:46 PM,Mar 14,1,FITNESS&DIET,FITNESS&DIET - BARS,1,In-Aisle,-0.59,0,0
753,1004411,32445896834,396,5:50 PM,Jan 5,1,CANDY - CHECKLANE,MISCELLANEOUS CANDY (INCLUDING,1,Front Aisle,-0.99,0,0
764,848355,32493175854,33923,2:28 PM,Jan 7,1,CANDY - CHECKLANE,CANDY BARS (SINGLES)(INCLUDING,3,In-Aisle,-0.79,0,0
786,1098066,40248902980,339,11:01 PM,Jul 19,1,BAKED BREAD/BUNS/ROLLS,HOT DOG BUNS,1,Other Location Display,-0.29,0,0
768,925626,34642428791,323,7:10 PM,May 17,1,FROZEN PIZZA,PIZZA/ECONOMY,1,Front End Cap,0,0,0
630,15926886,41026561251,306,3:09 PM,Sep 16,2.5,BAG SNACKS,POTATO CHIPS,1,Side-Aisle End Cap,0,0,0
630,1079223,35293955822,306,1:30 PM,Jun 2,1,BAG SNACKS,PRETZELS,1,Side-Aisle End Cap,0,0,0
696,923746,35840631867,31742,6:17 PM,Jun 19,1,EGGS,EGGS - LARGE,1,Rear Aisle,-0.49,0,0
715,1008626,40826965477,389,9:19 AM,Sep 3,1.6,SPICES & EXTRACTS,SPICES & SEASONINGS,1,In-Shelf,-0.79,0,0
696,882830,40532917953,31742,8:16 PM,Aug 10,1,WAREHOUSE SNACKS,CANISTER POTATO/TORT CHIPS,1,Rear End Cap,-0.29,0,0
715,985119,35865621030,354,3:33 PM,Jun 22,2,REFRGRATD JUICES/DRNKS,DAIRY CASE FRUIT DRINKS (NO JU,2,Rear End Cap,0,0,0
622,982955,28941768116,356,6:47 PM,Jun 2,2,FROZEN MEAT,FRZN BREADED PREPARED CHICK,1,Rear Aisle,-1.29,0,0
630,8090521,29114996413,306,3:53 PM,Jun 11,5,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,2,In-Aisle,-4.18,0,0
607,865528,30503545504,432,10:29 AM,Aug 18,5,BACON,PREMIUM,2,Rear Aisle,-3.58,0,0
788,1117524,29484350882,313,11:46 AM,Jul 3,1,SOFT DRINKS,SOFT DRINKS 6PK/4PK CAN CARB (,1,Front Aisle,-0.49,0,0
788,1117524,29484952095,313,1:58 PM,Jul 5,1,SOFT DRINKS,SOFT DRINKS 6PK/4PK CAN CARB (,1,Front Aisle,-0.49,0,0
630,1120928,29702466976,306,4:46 PM,Jul 15,2.5,BREAKFAST SAUSAGE/SANDWICHES,ROLLS - PORK,1,Rear Aisle,-1.29,0,0
631,1043035,31687621312,380,1:06 PM,Nov 11,1.18,SOFT DRINKS,MIXERS(CLUB SODA/SELTZERS)FLAV,2,Side-Aisle End Cap,-0.6,0,0
725,883404,31711432593,400,6:27 PM,Nov 13,0.99,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHITE BREAD,1,In-Aisle,-0.3,0,0
718,859075,31711546504,324,3:58 PM,Nov 13,5.1,CHEESE,SHREDDED CHEESE,3,Other Location Display,-0.57,0,0
768,1098066,33956947959,323,5:35 PM,Apr 14,0.88,BAKED BREAD/BUNS/ROLLS,HOT DOG BUNS,1,In-Aisle,-0.41,0,0
696,973135,32931566722,31742,5:49 PM,Feb 5,3,COOKIES/CONES,SANDWICH COOKIES,1,Front End Cap,-0.59,0,0
725,930917,32931921346,400,2:08 PM,Feb 5,2,MEAT - SHELF STABLE,PASTA: CANNED,2,In-Shelf,0,0,0
631,1003188,31711511033,389,12:55 PM,Nov 13,1.89,CANNED JUICES,APPLE JUICE & CIDER (OVER 50%,1,Other Location Display,0,0,0
607,855434,32006842879,292,6:49 PM,Dec 7,1,ICE CREAM/MILK/SHERBTS,TRADITIONAL,1,Front End Cap,-1.99,0,0
696,1126899,33362716091,31742,12:49 PM,Mar 10,2.69,FLUID MILK PRODUCTS,FLUID MILK WHITE ONLY,1,Front End Cap,0,0,0
761,895295,33385748202,384,8:01 PM,Mar 11,3,DINNER SAUSAGE,SMOKED/COOKED,1,In-Aisle,-0.99,0,0
725,7025326,32125667389,400,5:42 PM,Dec 16,2,COOKIES/CONES,SPECIALTY COOKIES,1,Rear End Cap,-0.89,0,0
762,862349,32305132149,31862,5:54 PM,Dec 30,1.75,FLUID MILK PRODUCTS,FLUID MILK WHITE ONLY,1,Other Location Display,-0.1,0,0
753,1090002,34072992186,396,9:21 PM,Apr 23,11.99,IMPORTED WINE,ITALIAN WINES,1,Other Location Display,0,0,0
680,1121053,34133596706,424,2:26 PM,Apr 27,2.5,SEAFOOD - FROZEN,FRZN BRD STICK/PORTON,1,Rear Aisle,-2.39,0,0
718,910032,40211190810,324,12:58 PM,Jul 15,2.84,HOT DOGS,PREMIUM - MEAT,2,Rear Aisle,-3.29,-0.55,-0.45
718,859075,34338772060,324,5:14 PM,May 10,3.3,CHEESE,SHREDDED CHEESE,2,Other Location Display,-0.26,0,0
699,823704,40248121387,408,3:15 PM,Jul 18,2.5,BREAKFAST SAUSAGE/SANDWICHES,ROLLS - PORK,1,Rear Aisle,-1.29,0,0
761,842140,41338486706,343,11:39 AM,Oct 2,3,CHEESE,SHREDDED CHEESE,2,In-Aisle,-2.58,0,0
733,938700,40813480647,356,11:00 AM,Sep 2,0.88,VEGETABLES - SHELF STABLE,CORN,2,Front End Cap,-0.7,0,0
786,1065538,40877060212,339,8:53 AM,Sep 7,15.99,BEERS/ALES,BEERALEMALT LIQUORS,1,Mid-Aisle End Cap,0,0,0
779,1098066,41810524994,343,4:50 PM,Nov 8,1,BAKED BREAD/BUNS/ROLLS,HOT DOG BUNS,1,In-Aisle,-0.29,0,0
766,905913,41878755657,322,2:30 PM,Nov 12,1,VEGETABLES - SHELF STABLE,TOMATOES: STEWED/DICED/CRMD,2,In-Shelf,-0.06,0,0
718,9707325,28024523145,324,8:27 PM,Mar 30,0.31,CANDY - CHECKLANE,CANDY BARS (SINGLES)(INCLUDING,1,Front Aisle,-0.03,0,0
768,825650,28732998982,323,7:41 PM,May 17,0.89,DRY MIX DESSERTS,PUDDING&GELATIN CUPS/CANS,1,In-Shelf,-0.5,0,0
601,1126899,30857001440,32004,4:09 PM,Sep 16,4.98,FLUID MILK PRODUCTS,FLUID MILK WHITE ONLY,2,Side-Aisle End Cap,0,0,0
788,8090521,29183211766,360,4:41 PM,Jun 16,5.82,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,4,In-Aisle,-12.54,-5,0
601,1043095,29330081087,306,1:27 PM,Jun 26,0.8,LUNCHMEAT,POULTRY,2,Rear Aisle,-0.58,0,0
607,1006184,29330151701,402,4:31 PM,Jun 26,2,SALAD MIX,GARDEN PLUS,1,In-Shelf,-0.99,0,0
605,1106523,30971992545,369,1:11 PM,Sep 24,2.49,FLUID MILK PRODUCTS,FLUID MILK WHITE ONLY,1,Front End Cap,0,0,0
601,1043095,29354157183,306,4:31 PM,Jun 30,1.6,LUNCHMEAT,POULTRY,4,Rear Aisle,-1.16,0,0
718,9837058,32614612029,324,6:14 PM,Jan 15,1.25,FITNESS&DIET,FITNESS&DIET - BARS,1,Front End Cap,-0.34,0,0
786,1009719,31834190167,339,8:25 AM,Nov 24,3.27,COLD CEREAL,ADULT CEREAL,1,In-Aisle,0,0,0
786,1121346,31834190167,339,8:25 AM,Nov 24,3.5,SOAP - LIQUID & BAR,BAR SOAP,1,Mid-Aisle End Cap,-1.09,0,0
718,847789,32006542245,324,6:45 PM,Dec 6,1.19,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHEAT/MULTIGRAIN BR,1,In-Aisle,-0.1,0,0
771,1077555,34321937620,359,9:53 PM,May 8,1,MILK BY-PRODUCTS,COTTAGE CHEESE,1,Side-Aisle End Cap,-0.69,0,0
725,987562,34762442629,400,7:03 PM,May 20,1.25,CHEESE,SHREDDED CHEESE,1,Other Location Display,-0.53,0,0
631,1045121,34762530224,389,8:36 AM,May 20,1.82,HOT CEREAL,INSTANT OATMEAL,1,Rear End Cap,0,0,0
788,883404,34850536491,360,6:13 PM,May 23,0.99,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHITE BREAD,1,In-Aisle,-0.3,0,0
768,878234,40751576649,323,2:25 PM,Aug 28,0.5,CANDY - CHECKLANE,CANDY BARS (SINGLES)(INCLUDING,2,Front Aisle,-0.69,0,0
696,1067695,35463836675,31742,3:29 PM,Jun 7,3.34,SOFT DRINKS,SFT DRNK MLT-PK BTL CARB (EXCP,1,Side-Aisle End Cap,-0.65,0,0
699,9487780,35463861278,408,1:53 PM,Jun 7,1.99,CANDY - PACKAGED,MINTS CANDY & BREATH (NOT LIF,1,Other Location Display,0,0,0
786,962185,41653220269,438,9:40 AM,Oct 26,2,BREAKFAST SAUSAGE/SANDWICHES,LINKS - RAW,1,Rear Aisle,-0.99,0,0
771,981874,41679131069,359,2:45 PM,Oct 28,1,SALD DRSNG/SNDWCH SPRD,POURABLE SALAD DRESSINGS,1,In-Shelf,-0.25,0,0
766,868764,41691911718,333,2:52 PM,Oct 29,3,SOFT DRINKS,SFT DRNK 2 LITER BTL CARB INCL,3,Front Aisle,-2.37,0,0
771,981874,41704727530,359,9:05 PM,Oct 30,1,SALD DRSNG/SNDWCH SPRD,POURABLE SALAD DRESSINGS,1,In-Shelf,-0.25,0,0
696,1126899,42076440401,31742,11:18 AM,Nov 27,2.39,FLUID MILK PRODUCTS,FLUID MILK WHITE ONLY,1,Front End Cap,-0.5,0,0
718,1049708,28344487130,327,6:21 PM,Apr 24,1.41,CONDIMENTS/SAUCES,BBQ SAUCE,1,Rear Aisle,-0.08,0,0
718,903745,27817365496,324,11:03 AM,Mar 12,0.2,CANDY - CHECKLANE,CANDY BARS (SINGLES)(INCLUDING,1,Front Aisle,-0.39,0,0
715,985119,28512086506,354,7:03 PM,May 2,1.98,REFRGRATD JUICES/DRNKS,DAIRY CASE FRUIT DRINKS (NO JU,2,Front End Cap,0,0,0
601,9885222,27853362380,306,5:18 PM,Mar 15,1.6,CANDY - PACKAGED,MISCELLANEOUS CANDY (INCLUDING,2,Front Aisle,-0.38,0,0
718,9707325,27985692687,324,7:59 PM,Mar 26,0.34,CANDY - CHECKLANE,CANDY BARS (SINGLES)(INCLUDING,1,Front Aisle,0,0,0
699,12352293,30531035923,408,2:06 PM,Aug 21,1,FLOUR & MEALS,FLOUR: WHITE & SELF RISING,1,Front End Cap,-1.69,0,0
761,832678,29590796014,343,10:30 PM,Jul 10,1.77,CRACKERS/MISC BKD FD,BUTTER SPRAY CRACKER (RITZ/CLU,1,Front End Cap,-0.37,0,0
622,1118393,30662701188,298,12:56 PM,Sep 1,1.99,CANDY - CHECKLANE,CANDY BARS (SINGLES)(INCLUDING,6,Side-Aisle End Cap,-1.59,0,0
761,897125,31834466589,343,9:01 PM,Nov 24,2.38,CHEESE,GRATED CHEESE,1,Rear End Cap,0,0,0
607,9526411,31932179834,372,9:55 PM,Nov 30,1.88,BAG SNACKS,POTATO CHIPS,1,Other Location Display,-0.12,0,0
768,1135768,33659865073,323,6:28 AM,Mar 31,2,ISOTONIC DRINKS,ISOTONIC DRINKS SINGLE SERVE,2,Rear Aisle,0,0,0
733,1070497,33433177227,356,3:47 PM,Mar 15,5,COLD CEREAL,ALL FAMILY CEREAL,2,Rear End Cap,-1.54,0,0
601,1080279,34204255201,306,9:24 AM,May 2,0.5,CANDY - CHECKLANE,CANDY BARS (SINGLES)(INCLUDING,2,Rear Aisle,-0.69,0,0
761,859075,40374605716,343,10:07 AM,Jul 28,5,CHEESE,SHREDDED CHEESE,3,In-Aisle,-0.34,0,0
630,1077555,35293955822,306,1:30 PM,Jun 2,2,MILK BY-PRODUCTS,COTTAGE CHEESE,2,Side-Aisle End Cap,-1.58,0,0
696,983584,41124415807,31742,12:25 PM,Sep 20,2.69,FLUID MILK PRODUCTS,CHOCOLATE MILK,1,Front End Cap,0,0,0
771,10285106,41124742926,359,9:44 PM,Sep 20,1,CANDY - PACKAGED,CANDY BARS (MULTI PACK),1,Rear Aisle,-0.49,0,0
788,1013321,41519231996,360,7:27 PM,Oct 16,4.4,VEGETABLES - SHELF STABLE,BEANS GREEN: FS/WHL/CUT,10,In-Shelf,-3.5,0,0
766,837602,41532186796,333,5:11 PM,Oct 17,1.79,MISC. DAIRY,MISC BAG SNACKS,1,Rear Aisle,0,0,0
786,1115069,41931450165,339,9:09 AM,Nov 16,15.99,BEERS/ALES,BEERALEMALT LIQUORS,1,Mid-Aisle End Cap,0,0,0
725,896369,41957866424,400,12:33 PM,Nov 18,1,PNT BTR/JELLY/JAMS,PEANUT BUTTER,1,Rear End Cap,-0.79,0,0
712,819518,30175945894,448,12:51 PM,Aug 12,1,FRUIT - SHELF STABLE,CRANBERRY SAUCE,1,In-Shelf,-0.69,0,0
601,1126899,31058387023,32004,5:25 PM,Oct 1,4.98,FLUID MILK PRODUCTS,FLUID MILK WHITE ONLY,2,Front End Cap,0,0,0
718,979566,29808137424,324,5:08 PM,Jul 20,1.39,HOT CEREAL,INSTANT OATMEAL,1,In-Shelf,-0.15,0,0
614,9527161,33217261854,288,7:48 PM,Feb 28,1.67,BAG SNACKS,POTATO CHIPS,1,Front End Cap,-0.33,0,0
718,1096036,32007132274,324,4:49 PM,Dec 7,1.67,CHEESE,IWS SINGLE CHEESE,1,In-Aisle,-0.15,0,0
706,859075,32932137029,32004,6:41 PM,Feb 6,1.25,CHEESE,SHREDDED CHEESE,1,In-Aisle,-0.53,0,0
606,1050422,32956507953,446,9:18 PM,Feb 7,1.88,COOKIES/CONES,SPECIALTY COOKIES,1,Front Aisle,-0.61,0,0
630,821695,33957302406,306,5:21 PM,Apr 14,1.5,ROLLS,ROLLS: SANDWICH,1,In-Aisle,-0.49,0,0
661,1097054,32091088979,330,7:04 PM,Dec 14,4.99,COLD AND FLU,COLD AND FLU,1,Other Location Display,0,0,0
715,986394,32305290538,354,12:23 PM,Dec 30,1.33,CANDY - CHECKLANE,CANDY BARS (SINGLES)(INCLUDING,4,Rear Aisle,-1.05,0,0
699,858649,33106610855,408,1:25 PM,Feb 19,2,SALD DRSNG/SNDWCH SPRD,POURABLE SALAD DRESSINGS,1,Rear End Cap,-0.99,0,0
768,1058554,34133377673,323,6:13 PM,Apr 27,2,ISOTONIC DRINKS,ISOTONIC DRINKS SINGLE SERVE,2,In-Shelf,0,0,0
768,1058554,34133377677,323,6:14 PM,Apr 27,1,ISOTONIC DRINKS,ISOTONIC DRINKS SINGLE SERVE,1,In-Shelf,0,0,0
766,998303,35109157897,333,5:53 PM,May 29,5.5,SOAP - LIQUID & BAR,BAR SOAP,1,In-Aisle,-1.29,-1,0
768,1058779,40765518080,323,5:04 PM,Aug 30,1,SALD DRSNG/SNDWCH SPRD,POURABLE SALAD DRESSINGS,1,Front End Cap,-0.22,0,0
706,847374,35665864773,343,5:51 PM,Jun 13,6.49,BEERS/ALES,BEERALEMALT LIQUORS,1,In-Aisle,0,0,0
715,992395,40596146815,415,1:40 PM,Aug 16,4,ORAL HYGIENE PRODUCTS,TOOTHPASTE,4,Front End Cap,-4.36,0,0
766,1003188,41878755657,322,2:30 PM,Nov 12,1.29,CANNED JUICES,APPLE JUICE & CIDER (OVER 50%,1,Other Location Display,-0.3,0,0
718,847789,28025118261,324,9:16 PM,Mar 31,0.9,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHEAT/MULTIGRAIN BR,1,In-Aisle,-0.09,0,0
601,1037332,27686442086,306,5:03 PM,Mar 1,1.99,MILK BY-PRODUCTS,COTTAGE CHEESE,1,In-Aisle,-0.2,0,0
716,999104,28154217993,400,7:48 PM,Apr 8,2.34,REFRGRATD JUICES/DRNKS,DAIRY CASE 100% PURE JUICE - O,1,In-Aisle,-1.35,0,0
725,1118033,28572027686,400,6:50 PM,May 7,2,ICE CREAM/MILK/SHERBTS,TRADITIONAL,1,Front End Cap,-1.99,0,0
