Column1,householdid,productid,storeid,daydate,transactiontime,displayadtypedesc
5875,699,897125,408,May 1,8:12 PM,Other Location Display
5876,764,981760,33923,May 16,6:54 PM,Front End Cap
5877,768,1129819,323,May 17,7:10 PM,Front Aisle
5878,779,1010950,292,Jul 20,7:22 PM,Front End Cap
5879,712,995896,448,Jul 21,12:49 PM,Rear Aisle
5880,647,1131974,343,Aug 30,2:52 PM,In-Aisle
5881,786,862799,339,Aug 31,9:05 AM,Mid-Aisle End Cap
5882,764,856284,33923,Jun 19,4:26 PM,Rear Aisle
5883,764,1137047,33923,Oct 11,6:36 PM,Mid-Aisle End Cap
5884,715,857849,354,Apr 26,12:12 PM,Other Location Display
5885,740,9526411,370,May 24,3:09 PM,Other Location Display
5886,722,1065538,359,May 25,4:07 PM,Other Location Display
5887,715,985119,354,Oct 19,1:17 PM,Other Location Display
5888,696,1054402,31742,Oct 20,2:38 PM,In-Shelf
5889,680,1068719,424,Oct 12,4:49 PM,Rear Aisle
5890,768,954351,323,Aug 23,1:55 PM,Rear Aisle
5891,647,5566121,438,Oct 21,6:10 PM,Rear End Cap
5892,766,1083296,333,Nov 10,1:23 PM,Rear End Cap
5893,718,938700,324,Feb 8,2:04 PM,In-Shelf
5894,718,936229,324,Dec 16,12:09 PM,Rear Aisle
5895,740,911162,370,Jan 3,5:09 PM,Rear End Cap
5896,753,8090521,396,Apr 23,9:21 PM,Other Location Display
5897,771,963971,293,Aug 17,12:39 PM,Rear Aisle
5898,766,1046968,333,May 9,8:22 AM,Front End Cap
5899,764,981760,33923,May 14,4:40 PM,Front End Cap
5900,788,908213,318,May 14,5:36 PM,Rear Aisle
5901,761,844165,343,Aug 28,9:10 PM,In-Aisle
5902,696,10121965,31742,May 30,9:13 AM,Other Location Display
5903,715,1068719,415,Oct 4,6:53 PM,Rear End Cap
5904,725,859075,400,Nov 12,3:49 PM,Other Location Display
5905,699,1038111,408,Sep 12,11:41 AM,Rear End Cap
5906,607,893018,304,Oct 28,10:05 PM,Front Aisle
5907,696,910032,31742,May 20,9:35 AM,Rear Aisle
5908,607,1050131,432,Jun 4,8:32 PM,Other Location Display
5909,631,826249,389,Jun 22,5:55 PM,In-Aisle
5910,718,1030819,324,Oct 11,3:32 PM,In-Shelf
5911,731,985265,384,Jun 25,3:46 PM,In-Aisle
5912,630,934848,355,Jul 12,4:09 PM,In-Aisle
5913,786,841220,339,Jul 14,3:11 PM,Rear Aisle
5914,718,1062782,324,Nov 20,5:06 PM,Other Location Display
5915,696,972969,31742,Nov 22,8:14 PM,In-Aisle
5916,753,981760,396,Dec 11,4:07 PM,Rear Aisle
5917,788,1128665,313,Feb 7,3:17 PM,Front Aisle
5918,766,1075214,333,Dec 25,2:59 PM,Rear End Cap
5919,696,1051394,31742,Jul 13,8:55 PM,Rear End Cap
5920,715,8290587,415,Sep 12,2:38 PM,In-Aisle
5921,766,891542,333,May 21,5:53 PM,Front Aisle
5922,622,1017890,356,Jul 25,4:40 AM,Side-Aisle End Cap
5923,706,890689,343,Sep 27,6:50 PM,In-Aisle
5924,630,13190320,306,Aug 14,12:05 PM,Rear Aisle
5925,630,905913,329,Oct 22,3:55 PM,Front End Cap
5926,786,948001,448,Oct 29,12:44 PM,Side-Aisle End Cap
5927,699,1099164,408,Apr 18,7:35 PM,In-Aisle
5928,605,883404,369,Oct 17,12:53 PM,Other Location Display
5929,718,1013807,324,May 28,6:32 PM,Rear Aisle
5930,630,819255,306,Sep 14,3:40 PM,Rear Aisle
5931,718,859075,324,Aug 17,4:36 PM,In-Aisle
5932,768,9707147,323,Sep 20,5:24 PM,In-Aisle
5933,712,829950,448,Aug 19,11:01 AM,Front End Cap
5934,712,995242,369,Sep 7,1:17 PM,Front End Cap
5935,692,993466,335,Oct 16,1:27 PM,Front Aisle
5936,607,862139,361,Jul 25,11:07 AM,Rear End Cap
5937,647,10285141,421,Oct 3,9:19 PM,Front Aisle
5938,680,8291322,352,Nov 16,2:45 PM,Rear End Cap
5939,764,889188,346,Jan 4,3:05 PM,Rear End Cap
5940,788,907014,313,Jan 6,2:18 PM,Rear End Cap
5941,699,5568378,408,May 1,8:12 PM,Rear Aisle
5942,712,829852,448,Jul 12,12:38 PM,Other Location Display
5943,696,823704,31742,Oct 11,6:53 PM,Rear Aisle
5944,630,1096036,306,Nov 17,2:46 PM,In-Aisle
5945,788,1124729,360,Apr 6,9:46 PM,Front Aisle
5946,614,850102,288,Aug 11,10:02 AM,Side-Aisle End Cap
5947,766,8203451,333,Sep 3,8:06 PM,Front Aisle
5948,788,882190,360,Apr 18,10:55 AM,Rear Aisle
5949,706,834117,32004,Nov 28,7:12 PM,Front End Cap
5950,762,1038217,31862,Dec 1,10:01 AM,Rear End Cap
5951,786,862799,339,May 26,4:54 PM,In-Shelf
5952,733,12987945,356,Jul 26,10:52 AM,Rear End Cap
5953,680,10309617,424,Aug 5,3:56 PM,Rear End Cap
5954,630,13190320,306,Aug 16,3:07 PM,Rear Aisle
5955,779,1047944,343,Nov 13,1:22 PM,In-Aisle
5956,661,910032,427,Apr 13,6:02 PM,Rear Aisle
5957,699,12352054,408,Sep 12,11:41 AM,Rear Aisle
5958,764,1062782,361,Jun 6,12:55 PM,Other Location Display
5959,786,1106523,339,Jun 23,8:58 AM,Front End Cap
5960,788,1127838,360,Mar 4,6:35 PM,Rear End Cap
5961,631,927191,389,Dec 9,2:00 PM,In-Shelf
5962,788,1098066,313,Feb 15,9:20 AM,Other Location Display
5963,718,1092026,324,Jan 11,6:15 PM,In-Aisle
5964,718,1053690,324,May 5,6:10 PM,Rear Aisle
5965,718,988693,324,Jul 13,12:42 PM,In-Aisle
5966,605,965772,369,Oct 7,11:17 AM,Other Location Display
5967,696,1003188,31742,Jun 26,3:38 PM,In-Aisle
5968,725,874061,400,Oct 21,6:07 PM,In-Aisle
5969,696,17974316,31742,Oct 29,10:10 AM,In-Aisle
5970,761,15596705,343,Dec 5,11:11 AM,Front End Cap
5971,725,950030,400,May 7,6:50 PM,Front End Cap
5972,699,917033,408,May 28,1:25 PM,In-Aisle
5973,722,904129,359,Jun 16,12:40 PM,Other Location Display
5974,740,844165,404,Oct 11,2:34 PM,In-Aisle
5975,788,5569327,360,Nov 14,11:18 AM,In-Aisle
5976,699,823775,408,Dec 3,8:51 AM,In-Aisle
5977,699,1032924,408,Mar 28,7:18 PM,In-Aisle
5978,731,5568378,329,Feb 13,2:52 PM,Side-Aisle End Cap
5979,768,9884698,323,Apr 18,4:23 PM,Other Location Display
5980,631,1098066,389,Sep 30,4:58 PM,In-Aisle
5981,753,15716719,442,Aug 20,7:50 PM,Front End Cap
5982,786,883404,339,Jun 5,8:40 PM,Mid-Aisle End Cap
5983,706,1118046,384,Oct 10,7:09 PM,In-Aisle
5984,712,951590,448,Apr 6,12:00 PM,In-Aisle
5985,696,5576075,31742,May 9,2:49 PM,Side-Aisle End Cap
5986,680,940726,424,Sep 14,4:47 PM,Rear Aisle
5987,699,1130581,408,Aug 15,10:48 AM,Rear Aisle
5988,797,1024032,450,Jul 19,2:59 PM,Rear Aisle
5989,631,859075,389,Nov 11,5:26 PM,In-Aisle
5990,788,925514,360,Mar 25,8:54 AM,Front Aisle
5991,605,910032,369,Apr 7,11:04 AM,Rear Aisle
5992,661,1138292,427,Dec 13,3:40 PM,Other Location Display
5993,718,9881834,324,Jan 1,3:20 PM,Rear Aisle
5994,740,13381517,370,Jan 3,5:09 PM,In-Aisle
5995,699,917033,408,Apr 26,10:16 AM,In-Aisle
5996,631,1136257,389,May 12,6:59 PM,In-Aisle
5997,740,839243,404,Sep 2,7:17 PM,In-Shelf
5998,718,826249,324,Aug 6,11:33 AM,In-Aisle
5999,706,834117,343,Aug 6,10:03 PM,Side-Aisle End Cap
6000,761,951221,343,Jul 3,11:07 AM,In-Aisle
6001,605,1045220,369,Nov 1,3:28 PM,Mid-Aisle End Cap
6002,718,1049708,327,Apr 24,6:21 PM,Rear Aisle
6003,718,903745,324,Mar 12,11:03 AM,Front Aisle
6004,715,985119,354,May 2,7:03 PM,Front End Cap
6005,601,9885222,306,Mar 15,5:18 PM,Front Aisle
6006,768,825650,323,May 17,7:41 PM,In-Shelf
6007,715,998556,389,Aug 10,9:59 AM,Rear End Cap
6008,699,12352293,408,Aug 21,2:06 PM,Front End Cap
6009,761,832678,343,Jul 10,10:30 PM,Front End Cap
6010,622,1118393,298,Sep 1,12:56 PM,Side-Aisle End Cap
6011,725,9526410,400,May 8,12:41 PM,Side-Aisle End Cap
6012,788,980727,360,Aug 16,9:44 AM,Rear End Cap
6013,764,9420067,368,Aug 17,8:41 AM,Front End Cap
6014,647,5568378,343,Nov 24,9:14 PM,In-Aisle
6015,725,1096036,400,Nov 27,2:02 PM,In-Aisle
6016,725,859075,400,Dec 16,5:42 PM,Other Location Display
6017,601,940947,306,Aug 23,3:05 PM,Other Location Display
6018,731,12385198,355,Jul 26,10:58 AM,Side-Aisle End Cap
6019,740,12987975,404,Jul 27,1:49 PM,Rear Aisle
6020,630,9835903,329,May 29,5:52 PM,In-Aisle
6021,764,1075536,33923,May 31,11:08 PM,Rear Aisle
6022,706,1065538,343,Jun 13,5:51 PM,Mid-Aisle End Cap
6023,631,829722,389,Jun 15,5:30 PM,Rear End Cap
6024,725,889107,400,Aug 6,1:56 PM,Side-Aisle End Cap
6025,768,861279,323,Nov 6,6:43 AM,In-Aisle
6026,647,849003,343,Nov 13,7:30 PM,Rear End Cap
6027,715,903745,415,Nov 14,10:46 AM,Front Aisle
6028,718,1013329,327,Apr 24,6:21 PM,In-Aisle
6029,740,899229,404,Sep 12,7:33 PM,Front End Cap
6030,631,5586942,389,May 18,10:50 AM,In-Shelf
6031,788,1124729,313,Jun 3,3:48 PM,Front Aisle
6032,768,915874,323,Nov 1,8:26 PM,Front End Cap
6033,786,1133018,339,Jun 8,10:17 AM,Front End Cap
6034,631,5585635,389,Apr 4,2:22 PM,In-Aisle
6035,614,8090537,288,Nov 6,6:35 PM,In-Aisle
6036,718,1026209,324,Nov 20,5:06 PM,Rear End Cap
6037,768,7144132,323,Nov 24,1:08 PM,Front End Cap
6038,786,1065538,339,Dec 8,9:44 AM,Other Location Display
6039,761,974108,343,Dec 8,11:11 AM,Side-Aisle End Cap
6040,764,879031,33923,Jan 11,5:55 PM,In-Aisle
6041,779,13072850,381,Jan 12,4:59 PM,Rear Aisle
6042,762,1020473,31862,Apr 21,12:50 PM,Side-Aisle End Cap
6043,696,821695,31742,Apr 21,11:45 AM,Rear Aisle
6044,605,16807289,369,Sep 12,4:29 PM,Side-Aisle End Cap
6045,771,968932,359,May 24,12:32 PM,Front End Cap
6046,631,1042907,389,Jun 8,1:39 PM,Rear Aisle
6047,797,841116,450,Nov 27,2:54 PM,In-Aisle
6048,733,5569471,356,Dec 3,5:19 PM,In-Aisle
6049,699,865456,408,Dec 6,9:08 AM,Other Location Display
6050,680,10285025,424,Apr 22,3:24 PM,Front Aisle
6051,771,940947,359,Aug 6,11:15 AM,Rear Aisle
6052,696,1052046,358,Aug 28,11:59 PM,In-Shelf
6053,786,1127328,339,Jul 21,9:22 AM,Other Location Display
6054,630,9527494,306,Jul 21,6:53 PM,Side-Aisle End Cap
6055,762,12257869,31862,Oct 3,4:14 PM,Side-Aisle End Cap
6056,718,942792,324,Jan 4,2:56 PM,Rear Aisle
6057,680,969197,359,May 3,3:41 PM,Rear Aisle
6058,680,942525,424,May 16,6:47 PM,Front End Cap
6059,725,1045220,400,Jun 18,2:04 PM,In-Shelf
6060,771,1080279,359,Aug 9,12:59 PM,Rear Aisle
6061,797,1043035,450,Oct 9,10:41 AM,Rear End Cap
6062,715,1123720,415,Nov 17,10:39 AM,Front End Cap
6063,712,915493,448,Nov 23,1:12 PM,Rear Aisle
6064,786,896369,448,Nov 25,2:27 PM,Other Location Display
6065,607,823704,432,Mar 19,5:22 PM,Rear Aisle
6066,718,913785,324,May 2,7:06 PM,Other Location Display
6067,607,10311967,432,Apr 27,8:13 AM,Rear Aisle
6068,630,8090521,306,Jun 11,3:53 PM,In-Aisle
6069,788,927191,360,Aug 16,9:44 AM,Rear End Cap
6070,647,1071342,438,Oct 21,6:10 PM,Rear End Cap
6071,630,1120928,306,Jul 15,4:46 PM,Rear Aisle
6072,631,1043035,380,Nov 11,1:06 PM,Side-Aisle End Cap
6073,725,883404,400,Nov 13,6:27 PM,In-Aisle
6074,718,859075,324,Nov 13,3:58 PM,Other Location Display
6075,718,870547,324,Jan 29,5:26 PM,Other Location Display
6076,768,13189968,323,Jul 7,6:35 AM,Side-Aisle End Cap
6077,771,857055,359,Jul 9,1:01 PM,In-Aisle
6078,788,863449,360,Jun 14,3:50 PM,Front End Cap
6079,614,956609,288,Jun 15,12:35 PM,Rear End Cap
6080,762,9676866,391,Jun 15,4:00 PM,In-Aisle
6081,766,962199,333,Aug 7,3:06 PM,Front Aisle
6082,630,15926886,306,Sep 19,12:38 PM,Side-Aisle End Cap
6083,787,7025106,389,Sep 29,8:26 AM,In-Aisle
6084,766,7155863,333,Nov 13,2:14 PM,Rear End Cap
6085,718,9527160,324,Mar 13,1:42 PM,Side-Aisle End Cap
6086,622,982955,356,Jun 2,6:47 PM,Rear Aisle
6087,762,865528,432,Aug 13,5:36 PM,Rear Aisle
6088,786,826249,339,Jun 21,6:03 PM,In-Aisle
6089,755,847139,388,Jul 10,7:55 AM,Front End Cap
6090,647,915586,438,Oct 14,5:42 PM,Front End Cap
6091,647,916487,438,Oct 14,5:42 PM,Front End Cap
6092,647,909349,343,Sep 28,10:28 PM,Rear End Cap
6093,661,9881592,427,Feb 27,7:24 PM,In-Aisle
6094,712,873627,448,Nov 5,11:20 AM,In-Aisle
6095,647,913785,438,Nov 7,5:54 PM,Rear End Cap
6096,647,8090536,438,Nov 7,5:54 PM,Rear Aisle
6097,786,893018,339,Nov 24,8:25 AM,Rear Aisle
6098,768,1098066,323,Apr 14,5:35 PM,In-Aisle
6099,696,973135,31742,Feb 5,5:49 PM,Front End Cap
6100,725,930917,400,Feb 5,2:08 PM,In-Shelf
6101,631,1038217,389,Dec 10,3:47 PM,Front End Cap
6102,614,965766,288,Mar 15,5:51 PM,Rear Aisle
6103,718,867188,324,Feb 17,6:11 PM,Front Aisle
6104,725,910032,400,May 20,7:03 PM,Rear Aisle
6105,606,1115553,446,May 23,12:10 AM,Front Aisle
6106,696,13382402,31742,Sep 1,8:59 PM,Side-Aisle End Cap
6107,761,1085357,343,Sep 20,12:43 PM,Rear End Cap
6108,762,998964,31862,Oct 27,5:02 PM,Side-Aisle End Cap
6109,706,15452812,343,Oct 27,7:48 PM,Front End Cap
6110,761,1030182,343,Dec 5,11:11 AM,Rear End Cap
6111,631,1048419,389,Apr 28,4:11 PM,In-Shelf
6112,718,1022053,324,Mar 1,7:13 AM,In-Aisle
6113,788,842392,360,Jul 28,1:24 PM,In-Shelf
6114,786,8090536,339,Jun 1,10:43 AM,In-Aisle
6115,696,12949845,358,Aug 28,11:59 PM,Rear End Cap
6116,715,1033615,354,Jun 16,2:40 PM,Rear End Cap
6117,607,865528,432,Aug 18,10:29 AM,Rear Aisle
6118,788,1117524,313,Jul 3,11:46 AM,Front Aisle
6119,788,1117524,313,Jul 5,1:58 PM,Front Aisle
6120,712,843756,448,Nov 16,10:21 AM,Rear Aisle
6121,786,9526411,339,Feb 2,8:35 AM,Mid-Aisle End Cap
6122,680,892008,424,Dec 6,5:54 PM,Other Location Display
6123,718,941891,324,Mar 14,5:46 PM,In-Aisle
6124,753,1004411,396,Jan 5,5:50 PM,Front Aisle
6125,764,848355,33923,Jan 7,2:28 PM,In-Aisle
6126,786,1098066,339,Jul 19,11:01 PM,Other Location Display
6127,768,925626,323,May 17,7:10 PM,Front End Cap
6128,630,15926886,306,Sep 16,3:09 PM,Side-Aisle End Cap
6129,630,1079223,306,Jun 2,1:30 PM,Side-Aisle End Cap
6130,696,923746,31742,Jun 19,6:17 PM,Rear Aisle
6131,715,1008626,389,Sep 3,9:19 AM,In-Shelf
6132,696,882830,31742,Aug 10,8:16 PM,Rear End Cap
6133,715,985119,354,Jun 22,3:33 PM,Rear End Cap
6134,718,826249,324,May 9,7:53 PM,Other Location Display
6135,718,1105108,327,Sep 14,4:08 PM,In-Aisle
6136,787,1113274,389,Jul 19,9:29 AM,Front End Cap
6137,716,1022119,400,Nov 11,8:48 AM,Front End Cap
6138,768,899618,323,Nov 12,6:33 AM,Other Location Display
6139,647,6533362,438,Jan 20,8:23 PM,In-Aisle
6140,766,10149640,333,Nov 25,11:24 AM,Rear End Cap
6141,680,5569374,424,Dec 13,5:49 PM,In-Aisle
6142,614,840361,288,Dec 13,4:43 PM,Rear Aisle
6143,740,8065410,404,Dec 14,7:45 PM,Rear Aisle
6144,755,1055853,338,Dec 15,2:45 PM,In-Aisle
6145,718,1002787,324,Jan 1,3:43 PM,Rear Aisle
6146,788,849843,318,May 14,5:36 PM,In-Aisle
6147,761,14019783,343,Jul 26,12:31 PM,In-Aisle
6148,788,925514,360,Sep 7,9:41 AM,Front Aisle
6149,680,891405,424,Jun 30,6:28 PM,Rear Aisle
6150,699,917381,408,Aug 16,12:51 PM,In-Shelf
6151,725,826249,400,Jul 3,5:39 PM,In-Aisle
6152,761,856772,343,Jul 3,11:07 AM,In-Aisle
6153,606,877337,446,Nov 12,9:58 PM,Rear Aisle
6154,712,949965,448,Apr 4,10:35 AM,Rear Aisle
6155,768,1002787,323,Aug 2,9:31 AM,Rear Aisle
6156,607,1113768,432,Sep 17,11:03 PM,Rear End Cap
6157,712,1056509,448,Aug 12,12:51 PM,In-Aisle
6158,692,1047316,335,Jun 5,3:51 PM,In-Aisle
6159,661,1108168,427,Aug 21,5:48 PM,Rear End Cap
6160,605,1058997,369,Jan 16,1:52 PM,Other Location Display
6161,764,13190503,33923,Jan 17,9:22 AM,In-Aisle
6162,761,904240,343,Nov 4,12:13 PM,Rear Aisle
6163,718,849843,324,Nov 20,5:06 PM,Other Location Display
6164,718,1129266,324,Nov 22,6:14 PM,Rear Aisle
6165,696,5591170,358,Mar 28,12:19 PM,Rear Aisle
6166,797,1133254,450,Dec 10,4:57 PM,Rear End Cap
6167,631,849843,389,Mar 15,12:20 PM,In-Aisle
6168,771,8160319,359,Jan 14,12:46 AM,Front Aisle
6169,771,5568729,359,Sep 24,10:52 PM,Side-Aisle End Cap
6170,699,907631,408,May 23,7:27 PM,Front End Cap
6171,699,1032924,408,Sep 2,1:20 PM,Other Location Display
6172,768,850841,323,Jun 23,6:19 AM,Front End Cap
6173,786,956902,316,Oct 25,11:02 AM,Front End Cap
6174,631,1055207,389,Apr 28,4:11 PM,In-Shelf
6175,797,908064,450,Apr 22,8:14 PM,Rear Aisle
6176,786,1012922,339,Jun 1,10:43 AM,Rear Aisle
6177,725,6463742,400,Jul 4,2:26 PM,In-Aisle
6178,761,1087605,343,Jul 5,11:53 AM,Side-Aisle End Cap
6179,605,845082,448,Jul 21,7:04 PM,Rear End Cap
6180,768,899618,323,Nov 15,10:58 AM,Other Location Display
6181,753,966103,317,Dec 17,7:10 PM,Front End Cap
6182,630,5591939,306,Dec 22,3:20 PM,Front End Cap
6183,761,1019386,343,Jul 11,3:54 PM,Side-Aisle End Cap
6184,712,999270,448,May 16,1:31 PM,Rear Aisle
6185,788,925514,360,Sep 3,4:46 PM,Front Aisle
6186,786,13945141,339,Jun 19,4:37 PM,Other Location Display
6187,718,1058779,324,Oct 15,12:03 PM,In-Shelf
6188,692,6533608,335,Mar 18,1:20 PM,Rear Aisle
6189,631,5590287,389,Mar 21,3:05 PM,In-Aisle
6190,766,1093571,322,May 24,2:16 PM,In-Aisle
6191,699,951821,408,Sep 19,7:57 AM,Rear Aisle
6192,706,993592,384,Jun 14,8:31 PM,Front End Cap
6193,755,914190,388,Sep 3,6:53 PM,In-Aisle
6194,718,1113274,324,Jul 17,10:50 AM,Front End Cap
6195,605,1115175,369,Nov 10,3:01 PM,In-Aisle
6196,771,940947,424,Jan 3,11:18 AM,Rear Aisle
6197,755,15452680,388,Jun 14,5:22 PM,Side-Aisle End Cap
6198,762,15716907,31862,Nov 13,8:34 PM,Rear End Cap
6199,605,1133018,369,Nov 14,7:10 PM,Front End Cap
6200,712,1109958,369,Sep 16,11:55 AM,Mid-Aisle End Cap
6201,725,938547,400,Sep 17,12:10 PM,Rear End Cap
6202,725,883404,400,Jul 11,2:46 PM,In-Aisle
6203,725,1071939,400,Jan 16,2:27 PM,Rear Aisle
6204,718,834572,31782,Nov 5,6:38 PM,Rear End Cap
6205,718,947983,31782,Nov 5,6:38 PM,Mid-Aisle End Cap
6206,725,5569327,400,Nov 6,11:52 AM,Other Location Display
6207,605,965772,369,Mar 4,1:29 PM,Other Location Display
6208,725,1038217,400,Nov 20,2:45 PM,Front End Cap
6209,725,994928,400,Feb 15,2:56 PM,In-Aisle
6210,725,1098066,400,Feb 15,2:56 PM,In-Aisle
6211,605,850841,369,Jan 12,12:23 PM,Other Location Display
6212,741,1034686,315,Apr 20,2:23 PM,Side-Aisle End Cap
6213,753,1009187,396,May 8,3:29 PM,Rear Aisle
6214,706,10204333,343,Oct 24,6:10 AM,Front Aisle
6215,733,1063577,356,Nov 1,6:13 PM,Rear End Cap
6216,647,6534030,438,Nov 27,8:20 PM,In-Aisle
6217,761,859010,343,Dec 5,11:11 AM,Other Location Display
6218,712,891423,31742,Apr 21,11:02 AM,Rear End Cap
6219,786,1065538,339,May 28,11:57 AM,In-Aisle
6220,786,1065538,339,Jun 1,10:43 AM,In-Aisle
6221,699,912860,408,Feb 26,4:08 PM,Front End Cap
6222,718,1105623,324,Aug 28,9:37 AM,Rear End Cap
6223,788,910032,289,Jun 17,4:42 PM,Rear Aisle
6224,712,893501,31742,Sep 21,6:02 PM,Rear Aisle
6225,718,835058,324,Jul 23,10:51 AM,Rear Aisle
6226,712,895743,448,Feb 2,11:12 AM,In-Shelf
6227,699,990797,408,Mar 28,7:18 PM,Front End Cap
6228,699,13510931,408,Mar 28,7:18 PM,Rear End Cap
6229,601,1114597,329,Dec 4,6:50 PM,In-Aisle
6230,605,941797,381,Feb 3,11:47 AM,Front End Cap
6231,768,1053931,323,Feb 12,9:14 PM,Rear End Cap
6232,768,849274,323,Feb 22,8:57 PM,Front End Cap
6233,712,904129,448,Jan 8,11:53 AM,Other Location Display
6234,768,867188,323,Sep 11,6:32 AM,Rear End Cap
6235,786,972665,339,Oct 4,4:59 PM,Other Location Display
6236,718,15596488,324,May 18,4:42 PM,Front End Cap
6237,768,916050,323,Sep 17,6:48 AM,In-Shelf
6238,768,1012243,323,Sep 17,6:48 AM,Rear Aisle
6239,647,13008136,343,Jun 3,6:44 PM,In-Aisle
6240,631,925944,389,Jul 30,1:16 PM,In-Shelf
6241,764,923746,33923,Jun 19,4:26 PM,In-Aisle
6242,768,1135681,323,Sep 29,11:29 AM,Other Location Display
6243,753,12385477,396,Oct 12,6:07 PM,Rear Aisle
6244,614,15926712,288,Nov 24,6:47 PM,Rear End Cap
6245,696,999198,31742,Apr 25,5:04 PM,Rear Aisle
6246,718,9837058,324,Jan 15,6:14 PM,Front End Cap
6247,786,1009719,339,Nov 24,8:25 AM,In-Aisle
6248,786,1121346,339,Nov 24,8:25 AM,Mid-Aisle End Cap
6249,607,855434,292,Dec 7,6:49 PM,Front End Cap
6250,696,1126899,31742,Mar 10,12:49 PM,Front End Cap
6251,771,1077555,359,May 8,9:53 PM,Side-Aisle End Cap
6252,725,987562,400,May 20,7:03 PM,Other Location Display
6253,631,1045121,389,May 20,8:36 AM,Rear End Cap
6254,788,883404,360,May 23,6:13 PM,In-Aisle
6255,768,878234,323,Aug 28,2:25 PM,Front Aisle
6256,696,1067695,31742,Jun 7,3:29 PM,Side-Aisle End Cap
6257,699,9487780,408,Jun 7,1:53 PM,Other Location Display
6258,786,962185,438,Oct 26,9:40 AM,Rear Aisle
6259,771,981874,359,Oct 28,2:45 PM,In-Shelf
6260,766,868764,333,Oct 29,2:52 PM,Front Aisle
6261,771,981874,359,Oct 30,9:05 PM,In-Shelf
6262,696,1126899,31742,Nov 27,11:18 AM,Front End Cap
6263,718,9707325,324,Mar 26,7:59 PM,Front Aisle
6264,601,1126899,32004,Sep 16,4:09 PM,Side-Aisle End Cap
6265,788,8090521,360,Jun 16,4:41 PM,In-Aisle
6266,607,883404,372,Jul 6,9:08 PM,In-Aisle
6267,718,847789,324,Dec 6,6:45 PM,In-Aisle
6268,768,1135768,323,Mar 31,6:28 AM,Rear Aisle
6269,733,1070497,356,Mar 15,3:47 PM,Rear End Cap
6270,601,1080279,306,May 2,9:24 AM,Rear Aisle
6271,761,859075,343,Jul 28,10:07 AM,In-Aisle
6272,630,1077555,306,Jun 2,1:30 PM,Side-Aisle End Cap
6273,696,983584,31742,Sep 20,12:25 PM,Front End Cap
6274,771,10285106,359,Sep 20,9:44 PM,Rear Aisle
6275,788,1013321,360,Oct 16,7:27 PM,In-Shelf
6276,766,837602,333,Oct 17,5:11 PM,Rear Aisle
6277,786,1115069,339,Nov 16,9:09 AM,Mid-Aisle End Cap
6278,725,896369,400,Nov 18,12:33 PM,Rear End Cap
6279,718,9707325,324,Mar 30,8:27 PM,Front Aisle
6280,740,951763,404,Jun 11,2:34 PM,Front End Cap
6281,601,1043095,306,Jun 26,1:27 PM,Rear Aisle
6282,607,1006184,402,Jun 26,4:31 PM,In-Shelf
6283,605,1106523,369,Sep 24,1:11 PM,Front End Cap
6284,601,1043095,306,Jun 30,4:31 PM,Rear Aisle
6285,755,6554588,388,Jul 16,5:29 PM,Front Aisle
6286,725,1070015,400,Feb 26,11:26 AM,In-Aisle
6287,755,6554588,388,Jul 20,1:28 PM,Front Aisle
6288,768,827683,323,Mar 1,10:03 PM,Front End Cap
6289,631,1003188,389,Nov 13,12:55 PM,Other Location Display
6290,761,897125,343,Nov 24,9:01 PM,Rear End Cap
6291,607,9526411,372,Nov 30,9:55 PM,Other Location Display
6292,761,895295,384,Mar 11,8:01 PM,In-Aisle
6293,725,7025326,400,Dec 16,5:42 PM,Rear End Cap
6294,762,862349,31862,Dec 30,5:54 PM,Other Location Display
6295,753,1090002,396,Apr 23,9:21 PM,Other Location Display
6296,680,1121053,424,Apr 27,2:26 PM,Rear Aisle
6297,718,910032,324,Jul 15,12:58 PM,Rear Aisle
6298,718,859075,324,May 10,5:14 PM,Other Location Display
6299,699,823704,408,Jul 18,3:15 PM,Rear Aisle
6300,761,842140,343,Oct 2,11:39 AM,In-Aisle
6301,733,938700,356,Sep 2,11:00 AM,Front End Cap
6302,786,1065538,339,Sep 7,8:53 AM,Mid-Aisle End Cap
6303,779,1098066,343,Nov 8,4:50 PM,In-Aisle
6304,766,905913,322,Nov 12,2:30 PM,In-Shelf
6305,607,858478,372,Mar 11,5:50 PM,Front Aisle
6306,712,819518,448,Aug 12,12:51 PM,In-Shelf
6307,718,916381,324,Oct 8,7:04 PM,In-Aisle
6308,718,859075,324,Jun 22,6:47 PM,In-Aisle
6309,725,883404,400,Jun 23,4:50 PM,In-Aisle
6310,786,1118244,339,Jan 25,8:07 AM,Rear Aisle
6311,718,1096036,324,Dec 7,4:49 PM,In-Aisle
6312,706,859075,32004,Feb 6,6:41 PM,In-Aisle
6313,606,1050422,446,Feb 7,9:18 PM,Front Aisle
6314,706,826249,32004,Mar 16,3:15 PM,Other Location Display
6315,762,13986470,31862,Apr 21,12:50 PM,Side-Aisle End Cap
6316,788,987480,360,Jul 12,9:46 AM,In-Aisle
6317,725,859075,400,May 20,7:03 PM,Other Location Display
6318,712,822178,31742,Jul 23,9:29 AM,Rear Aisle
6319,718,883404,324,May 21,5:30 PM,In-Aisle
6320,725,819518,400,Aug 27,3:11 PM,In-Shelf
6321,762,1038217,391,Sep 15,8:08 PM,Front End Cap
