,householdid,productid,weeknum,salesvalue,productdesc,productsubdesc,qty,cartid,storeid,daynum,transactiontime,displayadtypedesc,loyaltydiscount,coupondiscount,couponmatchdiscount
6397,601,1126899,40,4.98,FLUID MILK PRODUCTS,FLUID MILK WHITE ONLY,2,31058387023,32004,273,1725,Front End Cap,0.0,0.0,0.0
6398,718,979566,29,1.39,HOT CEREAL,INSTANT OATMEAL,1,29808137424,324,200,1708,In-Shelf,-0.15,0.0,0.0
6399,614,9527161,61,1.67,BAG SNACKS,POTATO CHIPS,1,33217261854,288,423,1948,Front End Cap,-0.33,0.0,0.0
6400,786,1118244,56,2.5,DINNER SAUSAGE,SMOKED/COOKED,1,32759940153,339,389,0807,Rear Aisle,-0.49,0.0,0.0
6401,718,1096036,49,1.67,CHEESE,IWS SINGLE CHEESE,1,32007132274,324,340,1649,In-Aisle,-0.15,0.0,0.0
6402,706,859075,58,1.25,CHEESE,SHREDDED CHEESE,1,32932137029,32004,401,1841,In-Aisle,-0.53,0.0,0.0
6403,606,1050422,58,1.88,COOKIES/CONES,SPECIALTY COOKIES,1,32956507953,446,402,2118,Front Aisle,-0.61,0.0,0.0
6404,706,826249,63,1.0,BAKED BREAD/BUNS/ROLLS,HAMBURGER BUNS,2,33444216646,32004,439,1515,Other Location Display,0.0,0.0,0.0
6405,762,13986470,69,3.33,HAIR CARE PRODUCTS,HAIR CONDITIONERS AND RINSES,1,34044930720,31862,475,1250,Side-Aisle End Cap,-0.56,0.0,0.0
6406,788,987480,80,0.25,CANDY - CHECKLANE,CANDY BARS (SINGLES)(INCLUDING,1,40174405224,360,557,0946,In-Aisle,-0.35,0.0,0.0
6407,725,859075,73,1.25,CHEESE,SHREDDED CHEESE,1,34762442629,400,504,1903,Other Location Display,-0.53,0.0,0.0
6408,712,822178,82,2.29,BAKED BREAD/BUNS/ROLLS,HOT DOG BUNS,1,40314500201,31742,568,0929,Rear Aisle,0.0,0.0,0.0
6409,718,883404,73,1.19,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHITE BREAD,1,34812306717,324,505,1730,In-Aisle,-0.1,0.0,0.0
6410,725,819518,87,1.0,FRUIT - SHELF STABLE,CRANBERRY SAUCE,1,40739701481,400,603,1511,In-Shelf,-0.79,0.0,0.0
6411,762,1038217,90,1.29,CRACKERS/MISC BKD FD,SOUP CRACKERS (SALTINE/OYSTER),1,41008638022,391,622,2008,Front End Cap,-0.1,0.0,0.0
6412,630,1048352,83,2.0,COLD CEREAL,ALL FAMILY CEREAL,1,40374516246,306,573,1501,Rear End Cap,-1.79,0.0,0.0
6413,797,1029743,88,2.79,FLUID MILK PRODUCTS,FLUID MILK WHITE ONLY,1,40853075488,450,612,1134,Front End Cap,0.0,0.0,0.0
6414,761,893501,99,4.0,SOFT DRINKS,SFT DRNK 2 LITER BTL CARB INCL,4,42031202815,343,691,1928,In-Aisle,-2.36,0.0,0.0
6415,607,893018,11,1.97,CHEESE,IWS SINGLE CHEESE,1,27870894732,372,75,1901,In-Aisle,-1.02,0.0,0.0
6416,725,844165,15,1.0,SOFT DRINKS,SFT DRNK 2 LITER BTL CARB INCL,1,28210816137,400,103,1238,Rear Aisle,-0.59,0.0,0.0
6417,725,844165,15,1.0,SOFT DRINKS,SFT DRNK 2 LITER BTL CARB INCL,1,28235614353,400,101,1036,Rear Aisle,-0.59,0.0,0.0
6418,607,948832,12,2.19,HOT DOGS,BETTER FOR YOU,2,27900893498,372,77,1805,Rear Aisle,-2.19,0.0,0.0
6419,788,1038217,37,1.0,CRACKERS/MISC BKD FD,SOUP CRACKERS (SALTINE/OYSTER),1,30845835923,318,257,1249,In-Shelf,-0.39,0.0,0.0
6420,607,987724,26,1.25,CHEESE,SHREDDED CHEESE,1,29330151701,402,176,1631,In-Shelf,-0.64,0.0,0.0
6421,696,983584,41,2.49,FLUID MILK PRODUCTS,CHOCOLATE MILK,1,31198511375,31742,285,1520,Front End Cap,0.0,0.0,0.0
6422,630,821695,68,1.5,ROLLS,ROLLS: SANDWICH,1,33957302406,306,468,1721,In-Aisle,-0.49,0.0,0.0
6423,661,1097054,50,4.99,COLD AND FLU,COLD AND FLU,1,32091088979,330,347,1904,Other Location Display,0.0,0.0,0.0
6424,715,986394,53,1.33,CANDY - CHECKLANE,CANDY BARS (SINGLES)(INCLUDING,4,32305290538,354,363,1223,Rear Aisle,-1.05,0.0,0.0
6425,699,858649,60,2.0,SALD DRSNG/SNDWCH SPRD,POURABLE SALAD DRESSINGS,1,33106610855,408,414,1325,Rear End Cap,-0.99,0.0,0.0
6426,768,1058554,69,2.0,ISOTONIC DRINKS,ISOTONIC DRINKS SINGLE SERVE,2,34133377673,323,481,1813,In-Shelf,0.0,0.0,0.0
6427,768,1058554,69,1.0,ISOTONIC DRINKS,ISOTONIC DRINKS SINGLE SERVE,1,34133377677,323,481,1814,In-Shelf,0.0,0.0,0.0
6428,706,847374,76,6.49,BEERS/ALES,BEERALEMALT LIQUORS,1,35665864773,343,528,1751,In-Aisle,0.0,0.0,0.0
6429,715,992395,85,4.0,ORAL HYGIENE PRODUCTS,TOOTHPASTE,4,40596146815,415,592,1340,Front End Cap,-4.36,0.0,0.0
6430,766,1003188,98,1.29,CANNED JUICES,APPLE JUICE & CIDER (OVER 50%,1,41878755657,322,680,1430,Other Location Display,-0.3,0.0,0.0
6431,762,15506577,101,1.3,BAKED BREAD/BUNS/ROLLS,HAMBURGER BUNS,1,42158751335,31862,701,1527,Side-Aisle End Cap,-0.09,0.0,0.0
6432,762,9854913,16,1.34,DIETARY AID PRODUCTS,DIET CNTRL BARS NUTRITIONAL,1,28282250321,31862,108,1018,Side-Aisle End Cap,-0.35,0.0,0.0
6433,712,908283,14,3.29,BACON,PRE-COOKED,1,28110780885,448,95,1200,Rear Aisle,0.0,0.0,0.0
6434,787,7024990,18,1.25,BERRIES,BLUEBERRIES,1,28418037359,443,119,1942,In-Aisle,-1.25,0.0,0.0
6435,716,902167,15,2.0,FRZN VEGETABLE/VEG DSH,FRZN BAGGED VEGETABLES - PLAIN,2,28154217993,400,97,1948,Other Location Display,-0.38,0.0,0.0
6436,631,6443332,17,4.99,SEAFOOD - FROZEN,SEAFOOD-FRZ-BRD SHRIMP,1,28344796015,389,113,1311,Rear Aisle,-1.0,0.0,0.0
6437,788,1091976,16,0.79,CONDIMENTS/SAUCES,SALAD MUSTARD,1,28243215404,360,104,1011,Other Location Display,0.0,0.0,0.0
6438,731,822178,16,4.0,BAKED BREAD/BUNS/ROLLS,HOT DOG BUNS,2,28243957055,438,105,1625,Side-Aisle End Cap,-0.38,0.0,0.0
6439,779,5569230,30,2.5,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,1,30035787252,343,207,2020,Rear Aisle,-2.19,0.0,0.0
6440,788,906643,33,0.88,BAKING MIXES,LAYER CAKE MIX,1,30229220221,360,227,0944,In-Shelf,-1.31,0.0,0.0
6441,771,1096290,27,1.77,CRACKERS/MISC BKD FD,CHEESE CRACKERS (CHEEZ-ITS/GOL,1,29484312568,359,183,2107,Mid-Aisle End Cap,-0.91,0.0,0.0
6442,630,893018,27,2.0,CHEESE,IWS SINGLE CHEESE,1,29485001303,306,185,1401,In-Aisle,-0.99,0.0,0.0
6443,768,974306,55,0.88,BAKING MIXES,LAYER CAKE MIX,1,32614230045,323,379,0616,In-Shelf,-0.81,0.0,0.0
6444,797,975604,47,0.5,EASTER,SEASONAL MISCELLANEOUS,1,31833567730,450,326,1918,Front Aisle,0.0,0.0,0.0
6445,725,994928,62,0.34,EGGS,EGGS - MEDIUM,1,33294305741,400,428,1149,In-Aisle,-0.53,0.0,0.0
6446,725,1098066,62,0.77,BAKED BREAD/BUNS/ROLLS,HOT DOG BUNS,1,33294305741,400,428,1149,Other Location Display,-0.52,0.0,0.0
6447,731,12171633,52,2.99,PET CARE SUPPLIES,BANDANA/SCARVES,1,32231121486,445,357,1625,Rear End Cap,-3.0,0.0,0.0
6448,696,6034577,67,2.5,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,1,33919818548,31742,466,2151,Rear Aisle,-2.19,0.0,0.0
6449,630,893018,70,5.0,CHEESE,IWS SINGLE CHEESE,3,34204846985,306,487,1626,In-Aisle,-3.97,0.0,0.0
6450,753,976199,71,3.98,BUTTER,BUTTER,2,34321751138,396,492,1529,Rear Aisle,-2.32,0.0,0.0
6451,753,1104343,71,1.99,BUTTER,BUTTER,1,34321751138,396,492,1529,Rear Aisle,-1.16,0.0,0.0
6452,699,931967,73,3.34,BAG SNACKS,POTATO CHIPS,2,34850237447,408,507,1927,Other Location Display,0.0,0.0,0.0
6453,696,13115950,92,2.5,BAG SNACKS,POTATO CHIPS,1,41382772069,31742,642,1430,Other Location Display,-0.49,0.0,0.0
6454,768,870211,84,2.0,FROZEN PIZZA,PIZZA/ECONOMY,2,40533017015,323,586,1409,Rear End Cap,0.0,0.0,0.0
6455,715,1033615,77,2.0,REFRGRATD JUICES/DRNKS,DAIRY CASE FRUIT DRINKS (NO JU,2,35865621030,354,537,1533,Rear End Cap,0.0,0.0,0.0
6456,718,1098694,11,3.49,FROZEN PIZZA,BURRITOS,1,27829376147,324,71,1342,Rear Aisle,0.0,0.0,0.0
6457,661,954966,15,5.0,CANDY - PACKAGED,CANDY BARS (MULTI PACK),2,28210408464,427,102,1802,Other Location Display,-0.78,0.0,0.0
6458,680,1120261,17,2.5,FRZN NOVELTIES/WTR ICE,STICKS/ENROBED,1,28345232307,359,114,1850,Rear End Cap,-1.49,0.0,0.0
6459,725,5566752,20,1.59,FRZN MEAT/MEAT DINNERS,FRZN SS PREMIUM ENTREES/DNRS/N,1,28744795679,400,137,1053,Front End Cap,-1.6,0.0,0.0
6460,696,914190,40,1.25,CHEESE,CREAM CHEESE,1,31114680576,369,277,1322,Rear Aisle,-0.74,0.0,0.0
6461,715,985119,24,0.99,REFRGRATD JUICES/DRNKS,DAIRY CASE FRUIT DRINKS (NO JU,1,29182971090,354,166,1440,Rear End Cap,0.0,0.0,0.0
6462,630,981760,25,1.76,EGGS,EGGS - X-LARGE,2,29238748314,306,169,2101,In-Aisle,-1.02,0.0,0.0
6463,718,1005202,45,2.15,FRZN MEAT/MEAT DINNERS,FRZN MULTI SERVE ENTREES ALL,1,31623987726,324,309,2130,Rear Aisle,-1.49,-0.35,-0.35
6464,768,1096036,55,1.0,CHEESE,IWS SINGLE CHEESE,1,32671532255,323,382,1426,Other Location Display,-0.82,0.0,0.0
6465,787,890610,47,1.5,BREAKFAST SWEETS,SW GDS: SW ROLLS/DAN,1,31869160525,443,327,1139,Front Aisle,-0.79,0.0,0.0
6466,715,13008325,62,3.98,YOGURT,YOGURT MULTI-PACKS,1,33329161066,354,430,1608,Rear Aisle,-1.81,0.0,0.0
6467,718,1048200,58,1.0,DRY MIX DESSERTS,PUDDING&GELATIN CUPS/CANS,1,32957681521,327,404,1449,Rear End Cap,-0.79,0.0,0.0
6468,768,9527494,59,1.88,BAG SNACKS,POTATO CHIPS,1,32989880337,323,405,0930,Rear Aisle,-0.12,0.0,0.0
6469,764,6554844,53,1.99,COLD CEREAL,KIDS CEREAL,1,32408346038,33923,365,1549,Rear End Cap,0.0,0.0,0.0
6470,680,13115579,67,2.0,BAG SNACKS,POTATO CHIPS,1,33919451123,352,465,1836,In-Aisle,-0.99,0.0,0.0
6471,696,978313,70,3.0,FRUIT - SHELF STABLE,APPLE SAUCE,2,34141490401,31742,482,1041,Rear End Cap,-0.08,0.0,0.0
6472,647,8090536,91,4.0,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,1,41238821060,343,632,2155,In-Aisle,-1.29,0.0,0.0
6473,788,1038217,76,1.0,CRACKERS/MISC BKD FD,SOUP CRACKERS (SALTINE/OYSTER),1,35666291593,360,529,1550,Other Location Display,-0.39,0.0,0.0
6474,722,15741049,77,6.99,BUTTER,BUTTER,1,35701507065,359,531,1724,Side-Aisle End Cap,0.0,0.0,0.0
6475,762,862349,79,1.75,FLUID MILK PRODUCTS,FLUID MILK WHITE ONLY,1,40050202400,31862,547,1949,Front End Cap,-0.1,0.0,0.0
6476,786,1096036,97,1.25,CHEESE,IWS SINGLE CHEESE,1,41756336566,339,671,1645,Rear Aisle,-0.61,0.0,0.0
6477,718,7433753,97,4.68,BABY HBC,BABY WIPES,1,41795706972,324,674,1833,Rear End Cap,0.0,0.0,0.0
6478,715,1045109,98,1.0,FROZEN MEAT,FRZN BREADED PREPARED CHICK,1,41865712187,415,679,1747,Rear End Cap,-0.99,0.0,0.0
6479,712,5569374,101,3.0,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,1,42135940664,448,699,1258,In-Aisle,-1.69,0.0,0.0
6480,680,13190294,101,1.59,BAG SNACKS,POTATO CHIPS,1,42136087049,424,699,1622,Mid-Aisle End Cap,-0.1,0.0,0.0
6481,761,1047944,101,1.58,VEGETABLES - SHELF STABLE,TOMATOES: STEWED/DICED/CRMD,2,42185761148,343,703,1111,Other Location Display,0.0,0.0,0.0
6482,768,951590,16,1.69,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHITE BREAD,1,28294463499,323,109,1813,In-Aisle,0.0,0.0,0.0
6483,712,989249,14,1.5,COLD CEREAL,ALL FAMILY CEREAL,1,28093175416,448,93,1035,Rear End Cap,-0.29,0.0,0.0
6484,718,890695,9,4.5,FROZEN PIZZA,SNACKS/APPETIZERS,2,27709642072,324,61,1537,Other Location Display,-0.88,0.0,0.0
6485,725,1092937,19,3.29,LUNCHMEAT,BOLOGNA,2,28572027018,400,126,1643,Rear Aisle,-3.29,0.0,0.0
6486,692,1135983,34,2.59,ICE CREAM/MILK/SHERBTS,PREMIUM,1,30530696259,335,231,1418,Front End Cap,-2.6,0.0,0.0
6487,696,1003188,39,3.0,CANNED JUICES,APPLE JUICE & CIDER (OVER 50%,3,30971600429,31742,266,1111,Front End Cap,-2.37,0.0,0.0
6488,696,1003188,39,4.0,CANNED JUICES,APPLE JUICE & CIDER (OVER 50%,4,31032370628,31742,271,1134,Front End Cap,-3.16,0.0,0.0
6489,696,1050229,42,1.8,SOUP,CONDENSED SOUP,3,31242447756,31742,287,2032,Rear End Cap,-0.18,0.0,0.0
6490,712,1109832,46,4.0,COOKIES,COOKIES: REGULAR,2,31747835399,448,319,1021,Other Location Display,-1.98,0.0,0.0
6491,761,859075,49,3.0,CHEESE,SHREDDED CHEESE,2,31969625975,343,336,1044,In-Shelf,-0.56,0.0,0.0
6492,741,955587,62,2.0,CRACKERS/MISC BKD FD,BUTTER SPRAY CRACKER (RITZ/CLU,1,33348037694,315,432,2132,Mid-Aisle End Cap,-0.23,0.0,0.0
6493,718,1080155,49,1.89,ICE CREAM/MILK/SHERBTS,TRADITIONAL,1,32006542245,324,339,1845,Front End Cap,-0.1,0.0,0.0
6494,788,868546,67,4.0,FRUIT - SHELF STABLE,APPLE SAUCE,4,33894441852,360,463,2017,In-Shelf,-2.76,0.0,0.0
6495,605,965772,59,6.67,SOFT DRINKS,SFT DRNK MLT-PK BTL CARB (EXCP,2,33002222658,369,406,1428,Other Location Display,-1.31,0.0,0.0
6496,718,941891,53,2.86,FITNESS&DIET,FITNESS&DIET - BARS,2,32445666651,324,368,1456,In-Aisle,-0.32,0.0,0.0
6497,630,903567,66,1.0,CANDY - PACKAGED,MISCELLANEOUS CANDY (INCLUDING,1,33769516979,306,457,1831,Rear Aisle,-0.79,0.0,0.0
6498,764,9885544,20,2.99,FROZEN - BOXED(GROCERY),SEAFOOD-FRZ-RAW FILLETS,1,28675426972,346,133,1954,Rear Aisle,-2.0,0.0,0.0
6499,605,1115175,68,2.5,BAG SNACKS,TORTILLA/NACHO CHIPS,1,34032906351,369,474,2023,In-Aisle,-0.99,0.0,0.0
6500,630,1022053,70,1.48,BAG SNACKS,CORN CHIPS,1,34204846985,306,487,1626,Front End Cap,-1.01,0.0,0.0
6501,680,15926844,80,5.0,BAG SNACKS,POTATO CHIPS,2,40174416589,359,557,1530,Side-Aisle End Cap,0.0,0.0,0.0
6502,712,1138467,86,2.0,MILK BY-PRODUCTS,AEROSOL TOPPINGS,1,40666725213,448,597,0954,Rear Aisle,-0.59,0.0,0.0
6503,771,5568378,82,2.0,BAG SNACKS,TORTILLA/NACHO CHIPS,1,40335910510,424,569,1024,Rear Aisle,-0.75,0.0,0.0
6504,715,10285141,91,1.0,CANDY - PACKAGED,CANDY BARS (MULTI PACK),1,41260608738,415,635,1925,Other Location Display,-0.49,0.0,0.0
6505,622,1029743,88,2.48,FLUID MILK PRODUCTS,FLUID MILK WHITE ONLY,1,40841230603,322,611,1053,Other Location Display,0.0,0.0,0.0
6506,712,14077333,98,2.0,SALD DRSNG/SNDWCH SPRD,SEMI-SOLID SALAD DRESSING MAY,1,41917810251,448,683,1008,Rear End Cap,-1.15,0.0,0.0
6507,788,923746,98,1.29,EGGS,EGGS - LARGE,1,41931556261,360,684,1449,Rear Aisle,-0.43,0.0,0.0
6508,740,1111937,99,1.67,FRZN MEAT/MEAT DINNERS,FRZN SS PREMIUM ENTREES/DNRS/N,1,42009477552,404,690,1710,Front End Cap,-0.99,0.0,0.0
6509,631,1055207,17,1.0,SALD DRSNG/SNDWCH SPRD,POURABLE SALAD DRESSINGS,1,28391797384,389,117,1611,In-Shelf,0.0,0.0,0.0
6510,718,826249,19,0.89,BAKED BREAD/BUNS/ROLLS,HAMBURGER BUNS,1,28601832642,324,128,1953,Other Location Display,-0.1,0.0,0.0
6511,768,1002787,31,7.16,FROZEN MEAT,BEEF - FULLY COOKED,1,30053790459,323,213,0931,Rear Aisle,-3.53,0.0,0.0
6512,786,1012922,22,2.99,DINNER SAUSAGE,SMOKED/COOKED,1,28941085526,339,151,1043,Rear Aisle,0.0,0.0,0.0
6513,605,1058997,55,1.0,FLUID MILK PRODUCTS,FLUID MILK WHITE ONLY,1,32630382392,369,380,1352,Other Location Display,-0.85,0.0,0.0
6514,764,13190503,55,2.0,TOYS AND GAMES,PARTY SEASONAL,2,32670850229,33923,381,0922,In-Aisle,-0.58,0.0,0.0
6515,761,904240,45,19.99,SEAFOOD - FROZEN,SEAFOOD-FRZ-IQF RAW SHRIMP RW,2,31541891387,343,307,1213,Rear Aisle,-19.99,0.0,0.0
6516,766,10149640,48,4.99,BATH TISSUES,TOILET TISSUE,1,31883885790,333,328,1124,Rear End Cap,-4.0,0.0,0.0
6517,680,5569374,50,2.75,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,1,32090767777,424,346,1749,In-Aisle,-1.94,0.0,0.0
6518,614,840361,50,1.0,EGGS,EGGS - LARGE,1,32090776329,288,346,1643,Rear Aisle,-0.09,0.0,0.0
6519,740,8065410,50,5.0,BACON,ECONOMY,2,32091277905,404,347,1945,Rear Aisle,-3.78,0.0,0.0
6520,755,1055853,50,1.0,YOGURT,YOGURT NOT MULTI-PACKS,2,32113926204,338,348,1445,In-Aisle,-0.58,0.0,0.0
6521,718,1002787,53,9.99,FROZEN MEAT,BEEF - FULLY COOKED,1,32408856365,324,365,1543,Rear Aisle,-1.0,0.0,0.0
6522,761,1019386,80,2.5,CRACKERS/MISC BKD FD,MULTI-PACK CRACKERS,1,40128928851,343,556,1554,Side-Aisle End Cap,-0.19,0.0,0.0
6523,712,999270,72,5.0,BACON,ECONOMY,2,34641930843,448,500,1331,Rear Aisle,-2.98,0.0,0.0
6524,699,1032924,88,2.5,BAG SNACKS,POTATO CHIPS,1,40813171177,408,609,1320,Other Location Display,-0.49,0.0,0.0
6525,788,925514,88,0.25,CANDY - CHECKLANE,CANDY BARS (SINGLES)(INCLUDING,1,40877170176,360,614,0941,Front Aisle,-0.34,0.0,0.0
6526,680,891405,79,1.0,REFRGRATD DOUGH PRODUCTS,REFRIGERATED BAGELS,1,40025762960,424,545,1828,Rear Aisle,-0.79,0.0,0.0
6527,699,917381,85,1.59,BAKING NEEDS,PIE FILLING MINCEMEAT GLAZES,1,40595676026,408,592,1251,In-Shelf,-0.6,0.0,0.0
6528,725,826249,79,0.99,BAKED BREAD/BUNS/ROLLS,HAMBURGER BUNS,1,40062112341,400,548,1739,In-Aisle,-0.3,0.0,0.0
6529,761,856772,79,1.0,BAKED SWEET GOODS,SNACK CAKE - MULTI PACK,1,40062240899,343,548,1107,In-Aisle,-0.29,0.0,0.0
6530,606,877337,98,1.88,CRACKERS/MISC BKD FD,CHEESE CRACKERS (CHEEZ-ITS/GOL,1,41878387803,446,680,2158,Rear Aisle,-0.51,0.0,0.0
6531,712,949965,14,0.0,DINNER SAUSAGE,SMOKED/COOKED,1,28093175416,448,93,1035,Rear Aisle,-3.99,0.0,0.0
6532,797,908064,17,2.5,REFRGRATD DOUGH PRODUCTS,REFRIGERATED COOKIES-CHUB,1,28318228008,450,111,2014,Rear Aisle,-0.69,0.0,0.0
6533,607,1113768,38,1.82,FRZN BREAKFAST FOODS,FRZN BREAKFAST PASTRY,1,30871497999,432,259,2303,Rear End Cap,0.0,-0.75,-0.25
6534,712,1056509,33,1.88,MILK BY-PRODUCTS,COTTAGE CHEESE,1,30175945894,448,223,1251,In-Aisle,-0.41,0.0,0.0
6535,692,1047316,23,2.59,STATIONERY & SCHOOL SUPPLIES,WRITING INSTRUMENTS,1,29034151629,335,155,1551,In-Aisle,0.0,0.0,0.0
6536,661,1108168,34,1.88,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,1,30530982379,427,232,1748,Rear End Cap,-0.21,0.0,0.0
6537,605,845082,29,2.39,FRZN MEAT/MEAT DINNERS,FRZN SS PREMIUM ENTREES/DNRS/N,1,30031947761,448,201,1904,Rear End Cap,-1.6,0.0,0.0
6538,768,899618,46,4.0,WATER,SPRING WATER,4,31735225663,323,318,1058,Other Location Display,-5.96,0.0,0.0
6539,753,966103,51,2.0,FRZN VEGETABLE/VEG DSH,FRZN BAGGED VEGETABLES - PLAIN,2,32149277082,317,350,1910,Front End Cap,-1.38,0.0,0.0
6540,630,5591939,51,3.99,COFFEE,GROUND COFFEE,1,32187416475,306,355,1520,Front End Cap,-1.6,0.0,0.0
6541,788,849843,72,1.98,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHEAT/MULTIGRAIN BR,2,34577228505,318,498,1736,In-Aisle,-0.6,0.0,0.0
6542,761,14019783,82,2.5,CANDY - PACKAGED,CANDY BAGS-CHOCOCLATE W/FLOUR,1,40341667207,343,571,1231,In-Aisle,-0.69,0.0,0.0
6543,768,850841,78,1.76,ISOTONIC DRINKS,ISOTONIC DRINKS SINGLE SERVE,2,35877520054,323,538,0619,Front End Cap,-0.16,0.0,0.0
6544,786,956902,95,1.88,CANNED JUICES,CRANAPPLE CRAN GRAPE JUICE (5,1,41628340608,316,662,1102,Front End Cap,-2.01,0.0,0.0
6545,718,1105108,37,1.29,BAKED BREAD/BUNS/ROLLS,DINNER ROLLS,1,30822797263,327,256,1608,In-Aisle,-0.1,0.0,0.0
6546,725,6463742,27,2.0,CHEESE,SHREDDED CHEESE,1,29471261408,400,184,1426,In-Aisle,-1.99,0.0,0.0
6547,761,1087605,27,2.5,CONVENIENT BRKFST/WHLSM SNACKS,CEREAL BARS,1,29485086627,343,185,1153,Side-Aisle End Cap,-0.99,0.0,0.0
6548,787,1113274,29,5.5,PAPER TOWELS,PAPER TOWELS & HOLDERS,1,29787965377,389,199,0929,Front End Cap,-3.95,0.0,0.0
6549,716,1022119,46,1.25,CONVENIENT BRKFST/WHLSM SNACKS,TOASTER PASTRIES,1,31687520165,400,314,0848,Front End Cap,-0.54,0.0,0.0
6550,768,899618,46,2.0,WATER,SPRING WATER,2,31699240055,323,315,0633,Other Location Display,-2.98,0.0,0.0
6551,647,6533362,56,2.5,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,1,32704897834,438,384,2023,In-Aisle,-1.49,0.0,0.0
6552,718,849843,47,1.2,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHEAT/MULTIGRAIN BR,1,31804151811,324,323,1706,Other Location Display,-0.09,0.0,0.0
6553,718,1129266,47,2.5,BAG SNACKS,DIPS (NON-REFRIGERATED),1,31833292650,324,325,1814,Rear Aisle,-0.39,-2.5,0.0
6554,696,5591170,65,2.29,CHEESE,SHREDDED CHEESE,1,33658000786,358,451,1219,Rear Aisle,-1.7,0.0,0.0
6555,797,1133254,50,3.0,COLD CEREAL,KIDS CEREAL,1,32053121684,450,343,1657,Rear End Cap,-1.09,0.0,0.0
6556,631,849843,63,0.99,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHEAT/MULTIGRAIN BR,1,33433361477,389,438,1220,In-Aisle,-0.3,0.0,0.0
6557,771,8160319,55,0.34,CANDY - CHECKLANE,CANDY BARS (SINGLES)(INCLUDING,1,32589717675,359,378,0046,Front Aisle,-0.26,0.0,0.0
6558,771,5568729,91,3.3,BAG SNACKS,TORTILLA/NACHO CHIPS,1,41225502788,359,631,2252,Side-Aisle End Cap,0.0,0.0,0.0
6559,699,907631,73,3.0,FROZEN PIZZA,SNACKS/APPETIZERS,1,34850237447,408,507,1927,Front End Cap,-0.79,0.0,0.0
6560,788,925514,88,0.75,CANDY - CHECKLANE,CANDY BARS (SINGLES)(INCLUDING,3,40826732303,360,610,1646,Front Aisle,-1.04,0.0,0.0
6561,786,13945141,77,2.0,BAG SNACKS,POTATO CHIPS,1,35730336565,339,534,1637,Other Location Display,0.0,0.0,0.0
6562,718,1058779,94,1.25,SALD DRSNG/SNDWCH SPRD,POURABLE SALAD DRESSINGS,1,41506355551,324,652,1203,In-Shelf,0.0,0.0,0.0
6563,692,6533608,12,2.5,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,1,27889001079,335,76,1320,Rear Aisle,-1.49,0.0,0.0
6564,786,1065538,22,14.99,BEERS/ALES,BEERALEMALT LIQUORS,1,28867920532,339,147,1157,In-Aisle,0.0,0.0,0.0
6565,786,1065538,22,14.99,BEERS/ALES,BEERALEMALT LIQUORS,1,28941085526,339,151,1043,In-Aisle,0.0,0.0,0.0
6566,699,912860,61,1.99,FRZN MEAT/MEAT DINNERS,FRZN SS PREMIUM ENTREES/DNRS/T,1,33192136305,408,421,1608,Front End Cap,-1.8,0.0,0.0
6567,718,1105623,35,1.49,FRZN VEGETABLE/VEG DSH,FRZN BAGGED VEGETABLES - PLAIN,1,30408160263,324,239,0937,Rear End Cap,-0.1,0.0,0.0
6568,788,910032,25,3.29,HOT DOGS,PREMIUM - MEAT,2,29194856270,289,167,1642,Rear Aisle,-3.29,0.0,0.0
6569,712,893501,38,0.88,SOFT DRINKS,SFT DRNK 2 LITER BTL CARB INCL,1,30930122674,31742,263,1802,Rear Aisle,-0.71,0.0,0.0
6570,725,1071939,55,2.0,CHEESE,CREAM CHEESE,2,32630351397,400,380,1427,Rear Aisle,-0.2,0.0,0.0
6571,718,834572,45,3.99,FROZEN PIZZA,PIZZA/PREMIUM,1,31553446771,31782,308,1838,Rear End Cap,-1.49,0.0,0.0
6572,718,947983,45,8.99,DIAPERS & DISPOSABLES,BABY DIAPERS,1,31553446771,31782,308,1838,Mid-Aisle End Cap,-1.6,-1.0,0.0
6573,725,5569327,45,1.88,BAG SNACKS,TORTILLA/NACHO CHIPS,1,31623870638,400,309,1152,Other Location Display,-0.87,0.0,0.0
6574,771,940947,53,2.99,HEAT/SERVE,ENTREES,1,32444915796,424,367,1118,Rear Aisle,0.0,0.0,0.0
6575,768,867188,89,1.0,FROZEN PIE/DESSERTS,FRZN WHIPPED TOPPING,1,40928410069,323,618,0632,Rear End Cap,-0.79,0.0,0.0
6576,786,972665,92,7.58,BREAKFAST SAUSAGE/SANDWICHES,OTHER,2,41366492927,339,641,1659,Other Location Display,0.0,0.0,0.0
