householdid,productid,storeid,transactiontime,daydate,qty,salesvalue,productdesc,productsubdesc,loyaltydiscount,coupondiscount,couponmatchdiscount
696,1048352,358,11:33 AM,Jul 3,1,2.99,COLD CEREAL,ALL FAMILY CEREAL,-0.8,0,0
718,1079223,324,11:07 AM,Jul 3,1,0.95,BAG SNACKS,PRETZELS,-0.1,0,0
764,981760,33923,9:22 AM,Jan 17,1,0.79,EGGS,EGGS - X-LARGE,-0.4,0,0
755,895295,382,4:54 PM,Jan 18,1,2.5,DINNER SAUSAGE,SMOKED/COOKED,-1.49,0,0
768,1098066,323,6:20 AM,Mar 3,1,0.77,BAKED BREAD/BUNS/ROLLS,HOT DOG BUNS,-0.52,0,0
712,1022053,448,11:12 AM,Feb 2,1,1.88,BAG SNACKS,CORN CHIPS,-0.61,0,0
718,942045,324,12:49 PM,Feb 2,1,3.99,WATER - CARBONATED/FLVRD DRINK,SPRING WATER,-4,0,0
601,884554,329,6:50 PM,Dec 4,3,3,LUNCHMEAT,POULTRY,-1.5,0,0
631,1002178,389,3:05 PM,Mar 8,1,2,CRACKERS/MISC BKD FD,SNACK CRACKERS,-1.09,0,0
647,8090537,343,4:47 PM,Mar 8,2,5,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,-4.18,-2.5,0
786,903230,339,9:16 AM,Dec 22,1,0.88,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHITE BREAD,-0.41,0,0
768,834117,323,7:00 AM,Dec 23,1,3.99,WATER - CARBONATED/FLVRD DRINK,NON-CRBNTD DRNKING/MNERAL WATE,0,0,0
764,1071342,33923,4:40 PM,May 14,1,1.49,COLD CEREAL,ALL FAMILY CEREAL,-2.6,0,0
786,910032,339,11:01 PM,Jul 19,1,3.29,HOT DOGS,PREMIUM - MEAT,0,0,0
725,1098066,400,7:03 PM,May 20,1,0.88,BAKED BREAD/BUNS/ROLLS,HOT DOG BUNS,-0.41,0,0
779,995896,343,5:20 PM,Jul 23,2,5,BACON,PREMIUM,-3.98,0,0
696,1039831,31742,9:00 PM,Jun 2,1,0.44,DINNER MXS:DRY,MACARONI & CHEESE DNRS,-0.55,0,0
699,1078763,408,1:53 PM,Jun 7,1,1.67,PASTA SAUCE,MAINSTREAM,-0.72,0,0
696,856210,31742,4:59 PM,Aug 4,1,2.5,BAKING NEEDS,BITS & MORSELS,-0.49,0,0
630,10285243,306,12:05 PM,Aug 14,2,2,CANDY - PACKAGED,CANDY BARS (MULTI PACK),-0.98,0,0
630,880895,306,10:27 AM,Dec 5,2,4,ICE CREAM/MILK/SHERBTS,TRADITIONAL,-3.98,0,0
647,9672070,384,4:15 PM,Mar 4,1,4.99,BREAKFAST SAUSAGE/SANDWICHES,FRZN BREAKFAST ENTREES/SANDWIC,0,0,0
788,6443350,360,7:52 PM,Mar 5,1,2.5,ICE CREAM/MILK/SHERBTS,PREMIUM,-2.29,0,0
725,883404,400,12:54 PM,Apr 17,1,0.88,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHITE BREAD,-0.11,0,0
607,931671,380,8:08 PM,May 24,1,0.98,WAREHOUSE SNACKS,CANISTER POTATO/TORT CHIPS,-0.31,0,0
696,1113768,31742,10:50 PM,Jun 4,1,1.99,FRZN BREAKFAST FOODS,FRZN BREAKFAST PASTRY,0,0,0
606,1003799,446,6:44 PM,Aug 24,1,4.59,PAPER HOUSEWARES,PLASTIC/HEAVY PAPER PREM PLATE,-1.3,0,0
647,1076875,343,6:31 PM,Oct 12,1,0.88,SOFT DRINKS,SFT DRNK 2 LITER BTL CARB INCL,-0.71,0,0
766,981760,333,4:02 PM,Oct 2,1,1,EGGS,EGGS - X-LARGE,-0.19,0,0
696,1003188,31742,9:42 PM,Jan 30,4,5,CANNED JUICES,APPLE JUICE & CIDER (OVER 50%,-2.56,0,0
712,835796,448,12:40 PM,Jan 30,1,2.34,ORAL HYGIENE PRODUCTS,TOOTHPASTE,-0.54,0,0
605,890882,369,12:39 PM,Dec 26,1,0.67,VEGETABLES - SHELF STABLE,TOMATOES: STEWED/DICED/CRMD,-0.62,0,0
715,942817,389,9:22 AM,Mar 15,1,1,CHEESE,NATURAL CHEESE EXACT WT CHUNKS,-0.78,0,0
768,834117,323,8:06 PM,Dec 28,1,3.99,WATER - CARBONATED/FLVRD DRINK,NON-CRBNTD DRNKING/MNERAL WATE,0,0,0
706,10121965,421,8:01 PM,Mar 31,1,1,CRACKERS/MISC BKD FD,CHEESE CRACKERS (CHEEZ-ITS/GOL,-0.99,0,0
718,1008799,324,6:24 PM,Mar 31,1,2.89,HISPANIC,MEXICAN SAUCESSALSAPICANTEE,0,0,0
786,1065538,339,9:13 AM,Jul 12,1,15.99,BEERS/ALES,BEERALEMALT LIQUORS,0,0,0
761,890695,343,9:43 PM,May 28,1,2.5,FROZEN PIZZA,SNACKS/APPETIZERS,-0.19,0,0
725,1067185,400,5:39 PM,Jul 3,1,1,REFRGRATD DOUGH PRODUCTS,REFRIGERATED BISCUITS REGULAR,-0.79,0,0
715,1112043,354,4:47 PM,Oct 4,1,0.99,COLD AND FLU,COUGH SYRP/LOZNG-DRP/XPCTRNT,-0.4,0,0
696,1003188,31742,9:52 PM,May 21,5,5,CANNED JUICES,APPLE JUICE & CIDER (OVER 50%,-3.95,0,0
696,1093571,358,11:33 AM,Jul 3,1,2.49,DRIED FRUIT,DRIED FRUIT - OTHER,0,0,0
768,1117524,323,8:09 PM,Jul 5,2,2,SOFT DRINKS,SOFT DRINKS 6PK/4PK CAN CARB (,-0.98,0,0
786,921438,339,9:48 AM,Sep 5,1,11.99,BEERS/ALES,BEERALEMALT LIQUORS,0,0,0
601,854405,329,6:50 PM,Dec 4,1,5.99,MEAT - MISC,BREAST - BONELESS(IQF),-4,0,0
733,1009200,356,3:47 PM,Mar 15,2,1.76,FRZN MEAT/MEAT DINNERS,SS ECONOMY ENTREES/DINNERS ALL,-0.24,0,0
768,845705,323,7:00 AM,Dec 23,1,1.49,REFRGRATD DOUGH PRODUCTS,REFRIGERATED SPECILATY ROLLS,-0.5,0,0
718,1092026,324,6:05 PM,Dec 31,2,2,SOFT DRINKS,SFT DRNK 2 LITER BTL CARB INCL,-1.18,0,0
605,874643,339,12:17 PM,Jan 1,1,0.88,BAKING MIXES,LAYER CAKE MIX,-0.81,0,0
768,937791,323,6:35 AM,Jul 7,1,2,FROZEN PIZZA,SANDWICHES&HANDHELDS,-0.25,0,0
788,1038217,360,10:53 AM,Jul 16,1,1,CRACKERS/MISC BKD FD,SOUP CRACKERS (SALTINE/OYSTER),-0.39,0,0
788,1094955,360,10:53 AM,Jul 16,1,1.26,MEAT - SHELF STABLE,SANDWICH SAUCE,0,0,0
718,826249,324,5:14 PM,May 10,1,1.2,BAKED BREAD/BUNS/ROLLS,HAMBURGER BUNS,-0.09,0,0
696,1003188,31742,11:51 AM,May 13,2,2.58,CANNED JUICES,APPLE JUICE & CIDER (OVER 50%,-1.2,0,0
771,7025275,359,8:13 PM,Jul 17,1,2.5,CANDY - PACKAGED,CANDY BAGS-CHOCOCLATE,-0.69,0,0
696,841220,31742,2:25 PM,Aug 26,1,2.5,BREAKFAST SAUSAGE/SANDWICHES,LINKS - RAW,-1.29,0,0
733,870735,356,12:32 PM,Sep 15,1,1.5,BAKING MIXES,MISCELLANEOUS PACKAGE MIXES,-0.99,0,0
761,826249,343,10:07 AM,Jul 28,1,1,BAKED BREAD/BUNS/ROLLS,HAMBURGER BUNS,-0.29,0,0
779,1118244,343,1:32 PM,Jun 1,1,2.5,DINNER SAUSAGE,SMOKED/COOKED,-0.49,0,0
696,923746,31742,5:49 PM,Aug 3,1,1,EGGS,EGGS - LARGE,-0.49,0,0
753,1006414,396,5:48 PM,Jun 8,1,1.5,SALD DRSNG/SNDWCH SPRD,SANDWICH SAUCE HORSERADISH SA,-0.49,0,0
761,913278,343,11:15 AM,Jun 24,1,2,FRZN NOVELTIES/WTR ICE,STICKS/ENROBED,0,0,0
764,935284,33923,9:00 PM,Nov 1,1,1,FROZEN PIZZA,PIZZA/ECONOMY,0,0,0
607,883404,432,10:31 PM,Apr 1,1,0.99,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHITE BREAD,0,0,0
718,1055207,327,6:21 PM,Apr 24,1,1,SALD DRSNG/SNDWCH SPRD,POURABLE SALAD DRESSINGS,-1.99,0,0
718,907994,324,11:03 AM,Mar 12,1,0.2,CANDY - CHECKLANE,CANDY BARS (SINGLES)(INCLUDING,-0.4,0,0
718,907994,324,5:49 PM,Mar 12,1,0.2,CANDY - CHECKLANE,CANDY BARS (SINGLES)(INCLUDING,-0.39,0,0
788,981760,360,7:45 PM,May 6,1,0.88,EGGS,EGGS - X-LARGE,-0.51,0,0
630,1042438,306,5:23 PM,Apr 27,1,2,COOKIES/CONES,SANDWICH COOKIES,-1.89,0,0
631,5569471,389,11:39 AM,Jul 27,1,2.5,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,-2.19,0,0
706,925178,384,7:05 PM,May 25,1,3.99,HOT DOGS,KOSHER/SPECIALTY,0,0,0
712,829950,369,11:55 AM,Sep 16,1,7.79,LAUNDRY DETERGENTS,LIQUID LAUNDRY DETERGENTS,-0.2,0,0
647,9677435,343,9:14 PM,Nov 24,1,2.5,FRZN NOVELTIES/WTR ICE,ADULT PREMIUM,-1.49,0,0
762,1022119,432,3:44 PM,Nov 28,2,2.5,CONVENIENT BRKFST/WHLSM SNACKS,TOASTER PASTRIES,-1.08,0,0
631,859075,389,2:00 PM,Dec 9,1,1.67,CHEESE,SHREDDED CHEESE,-0.11,0,0
787,5569230,389,8:14 AM,Dec 10,7,19.25,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,-13.58,0,0
768,845705,323,8:06 PM,Dec 28,1,1.49,REFRGRATD DOUGH PRODUCTS,REFRIGERATED SPECILATY ROLLS,-0.5,0,0
761,916381,343,10:08 PM,Apr 29,1,1,SOFT DRINKS,SFT DRNK 2 LITER BTL CARB INCL,-0.59,0,0
696,5591170,31742,9:06 PM,Aug 20,1,2.99,CHEESE,SHREDDED CHEESE,-1,0,0
731,843756,329,5:34 PM,Oct 2,2,2,CHEESE,CREAM CHEESE,-1.98,0,0
606,1037398,446,5:16 PM,Jun 13,1,1.99,RICE CAKES,RICE CAKES,0,0,0
725,844165,400,1:56 PM,Aug 6,2,1.76,SOFT DRINKS,SFT DRNK 2 LITER BTL CARB INCL,-1.82,0,0
722,921744,359,3:41 PM,Nov 9,1,1.88,BAG SNACKS,TORTILLA/NACHO CHIPS,-0.71,0,0
715,923746,415,9:36 AM,Nov 13,1,1.29,EGGS,EGGS - LARGE,-0.33,0,0
764,1077048,346,7:54 PM,May 14,2,2,REFRGRATD DOUGH PRODUCTS,REFRIGERATED SPECILATY ROLLS,-1.58,0,0
696,1068719,31742,11:11 AM,Sep 24,2,3.58,SUGARS/SWEETNERS,SUGAR,-0.4,0,0
786,972665,339,3:11 PM,Jul 14,1,2.5,BREAKFAST SAUSAGE/SANDWICHES,OTHER,-1.09,0,0
661,1138292,427,3:58 PM,Nov 11,1,3.73,SOFT DRINKS,SOFT DRINKS 20PK&24PK CAN CARB,-0.42,0,0
768,1022119,323,6:33 AM,Nov 12,1,1.25,CONVENIENT BRKFST/WHLSM SNACKS,TOASTER PASTRIES,-0.64,0,0
771,840361,424,11:12 AM,Jan 21,2,1.58,EGGS,EGGS - LARGE,-0.6,0,0
680,1050482,424,8:13 PM,Jan 25,2,5,BREAKFAST SAUSAGE/SANDWICHES,LINKS - RAW,-1.98,0,0
630,848846,306,5:21 PM,Apr 14,1,1,SOAP - LIQUID & BAR,LIQUID SOAP,-0.99,0,0
696,846550,31742,1:18 PM,Mar 20,1,1.39,BAKED BREAD/BUNS/ROLLS,HOT DOG BUNS,-0.9,0,0
605,965772,369,12:23 PM,Jan 12,1,3.34,SOFT DRINKS,SFT DRNK MLT-PK BTL CARB (EXCP,-0.65,0,0
622,844165,410,7:16 PM,Oct 11,1,1,SOFT DRINKS,SFT DRNK 2 LITER BTL CARB INCL,-0.79,0,0
761,999971,343,7:28 PM,Nov 23,2,2,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHITE BREAD,-0.58,0,0
605,1003188,369,7:34 PM,Aug 8,1,0.99,CANNED JUICES,APPLE JUICE & CIDER (OVER 50%,-0.8,0,0
696,12755111,358,11:59 PM,Aug 28,1,2,BAKING MIXES,MISCELLANEOUS PACKAGE MIXES,-0.39,0,0
696,902396,31742,8:39 PM,Jun 16,1,1.67,PAPER HOUSEWARES,PLASTIC CUPS,-1.22,0,0
607,1121360,372,6:58 PM,Aug 19,1,1.88,CANNED JUICES,CRANBERRY JUICE (50% AND UNDER,-1.81,0,0
712,5568729,448,9:46 AM,Sep 26,1,2.88,BAG SNACKS,TORTILLA/NACHO CHIPS,-0.61,0,0
753,998828,317,3:26 PM,Jul 16,1,1.88,CANNED JUICES,OTHER CITRUS JUICES (50% AND U,-1.81,0,0
771,929018,359,10:06 PM,Feb 27,1,2,BACON,PRE-COOKED,-0.69,0,0
768,874061,323,6:22 AM,Dec 4,1,1,REFRGRATD DOUGH PRODUCTS,REFRIGERATED BISCUITS REGULAR,-0.29,0,0
647,898068,343,12:30 PM,Apr 13,1,1.67,CONDIMENTS/SAUCES,CATSUP,-1.02,0,0
725,951526,400,2:38 PM,Mar 16,3,0.6,PWDR/CRYSTL DRNK MX,SOFT DRINK POWDER POUCHES,0,0,0
630,9526410,306,2:25 PM,Mar 16,1,2,BAG SNACKS,POTATO CHIPS,0,0,0
725,927191,400,12:28 PM,Jan 1,3,1.56,SEAFOOD - SHELF STABLE,TUNA,0,0,0
718,1129266,324,3:43 PM,Jan 1,1,2.5,BAG SNACKS,DIPS (NON-REFRIGERATED),-0.39,0,0
762,861819,31862,5:20 PM,Jan 3,1,1.55,CONVENIENT BRKFST/WHLSM SNACKS,FRUIT SNACKS,-0.1,0,0
605,15926885,448,8:28 PM,Oct 8,1,1.5,BAG SNACKS,BAGGED CHEESE SNACKS,-0.99,0,0
779,1053690,292,7:22 PM,Jul 20,1,1,SOFT DRINKS,SFT DRNK 2 LITER BTL CARB INCL,-0.59,0,0
715,8119093,389,5:00 PM,May 19,1,1,FACIAL TISS/DNR NAPKIN,FACIAL TISSUE & PAPER HANDKE,-0.13,0,0
725,14043825,400,1:43 PM,May 23,2,0.3,PWDR/CRYSTL DRNK MX,SOFT DRINK POWDER POUCHES,0,0,0
766,8014645,333,12:30 PM,Aug 30,1,2,REFRGRATD DOUGH PRODUCTS,MISC REFRIG DOUGH PRODUCTS,-0.69,0,0
786,972665,339,8:30 AM,Sep 27,1,3.79,BREAKFAST SAUSAGE/SANDWICHES,OTHER,0,0,0
725,5568995,400,12:36 PM,Jun 11,1,2.5,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,-2.19,0,0
797,826249,450,2:43 PM,Aug 11,1,1,BAKED BREAD/BUNS/ROLLS,HAMBURGER BUNS,-0.29,0,0
766,994685,333,2:52 PM,Oct 29,1,5.5,BATH TISSUES,TOILET TISSUE,-2.49,0,0
680,834117,424,4:22 PM,Dec 1,1,3.99,WATER - CARBONATED/FLVRD DRINK,NON-CRBNTD DRNKING/MNERAL WATE,0,0,0
712,1056509,448,1:16 PM,May 9,2,3.76,MILK BY-PRODUCTS,COTTAGE CHEESE,-0.62,0,0
722,1123536,359,3:15 PM,Apr 10,1,1.19,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHEAT/MULTIGRAIN BR,0,0,0
661,5569230,427,6:02 PM,Apr 13,1,2.5,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,-2.19,0,0
601,893018,306,5:18 PM,Mar 15,1,1.97,CHEESE,IWS SINGLE CHEESE,-1.02,0,0
712,1081262,448,1:08 PM,Sep 14,1,2.69,FROZEN PIZZA,PIZZA/TRADITIONAL,-2.7,0,0
788,1108168,360,11:13 AM,Oct 18,1,2.09,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,0,0,0
768,1096036,323,12:35 PM,Aug 10,1,1.25,CHEESE,IWS SINGLE CHEESE,-0.47,0,0
718,846959,324,7:47 PM,Jun 28,1,1.81,COOKIES/CONES,CONES,-0.18,0,0
788,1108168,360,8:02 PM,Mar 25,1,2,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,0,0,0
715,10204822,354,4:09 PM,Mar 7,1,1,CANDY - PACKAGED,CANDY BARS (MULTI PACK),-0.39,0,0
779,966379,343,7:54 PM,Nov 27,1,1.99,COOKIES/CONES,TRAY PACK/CHOC CHIP COOKIES,-0.9,0,0
779,13213186,343,7:54 PM,Nov 27,1,1.88,COOKIES/CONES,MULTI-PACK COOKIES,-0.44,0,0
706,10204591,32004,7:12 PM,Nov 28,1,4.99,ORAL HYGIENE PRODUCTS,ORAL HYGIENE BRUSHES,-0.5,0,0
768,845705,323,6:52 AM,Nov 28,1,1.49,REFRGRATD DOUGH PRODUCTS,REFRIGERATED SPECILATY ROLLS,-0.5,0,0
797,1029743,450,12:22 PM,Dec 7,1,2.69,FLUID MILK PRODUCTS,FLUID MILK WHITE ONLY,0,0,0
725,974108,400,2:08 PM,Feb 5,1,1,WAREHOUSE SNACKS,CANISTER POTATO/TORT CHIPS,-0.29,0,0
696,5569845,31742,3:40 PM,Dec 24,1,2.5,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,-2.19,0,0
631,999714,389,12:20 PM,Mar 15,1,2.09,BAKED BREAD/BUNS/ROLLS,HAMBURGER BUNS,-0.4,0,0
647,5568378,343,8:38 PM,Feb 20,1,2,BAG SNACKS,TORTILLA/NACHO CHIPS,-0.75,0,0
725,859075,400,1:58 PM,Jan 8,1,1.67,CHEESE,SHREDDED CHEESE,-0.11,0,0
680,8068648,424,3:56 PM,Aug 5,1,3.5,CANDY - PACKAGED,SEASONAL CANDY BAGS-CHOCOLATE,-1.29,0,0
712,1080317,448,12:48 PM,Jun 14,1,2.5,DINNER SAUSAGE,SMOKED/COOKED,-0.49,0,0
733,845262,356,11:00 AM,Sep 2,5,3,SOUP,BROTH,-1.95,0,0
605,1133018,369,7:40 PM,Jul 1,1,1,FLUID MILK PRODUCTS,FLUID MILK WHITE ONLY,-0.85,0,0
768,819063,323,6:43 AM,Nov 6,1,1,PASTA SAUCE,MAINSTREAM,-0.66,0,0
766,914190,322,2:30 PM,Nov 12,1,1,CHEESE,CREAM CHEESE,-0.99,0,0
607,983897,304,10:05 PM,Oct 28,1,3.99,LUNCHMEAT,POULTRY,0,0,0
718,8091654,324,11:32 AM,Nov 13,1,3.99,BREAKFAST SAUSAGE/SANDWICHES,ROLLS - FLAVORED/OTHER,0,0,0
718,1079223,324,10:51 AM,Jan 25,1,0.9,BAG SNACKS,PRETZELS,-0.1,0,0
718,938700,324,5:06 PM,Nov 20,2,1.48,VEGETABLES - SHELF STABLE,CORN,-0.1,0,0
718,1127716,324,5:06 PM,Nov 20,1,3.33,SOFT DRINKS,SFT DRNK MLT-PK BTL CARB (EXCP,-0.66,0,0
788,1039589,313,6:28 PM,Feb 9,1,1,BAG SNACKS,PRETZELS,0,0,0
771,845196,359,9:10 PM,Apr 17,1,1.49,BLEACH,LIQUID BLEACH,-0.5,0,0
680,832442,424,12:28 PM,Jan 12,2,2.99,LUNCHMEAT,MISCELLANEOUS,-2.99,0,0
722,916993,359,4:05 PM,Jan 12,1,1.99,MILK BY-PRODUCTS,COTTAGE CHEESE,-0.4,0,0
761,940947,343,7:44 PM,May 6,2,5.98,HEAT/SERVE,ENTREES,0,0,0
716,13945287,400,1:31 PM,Jul 15,2,6.78,SNKS/CKYS/CRKR/CNDY,CRACKERS,0,0,0
699,1032924,408,12:10 PM,Aug 22,1,2.5,BAG SNACKS,POTATO CHIPS,-0.49,0,0
786,821651,339,4:37 PM,Jun 19,1,15.99,BEERS/ALES,BEERALEMALT LIQUORS,0,0,0
771,7025275,359,12:59 PM,Aug 9,1,1.88,CANDY - PACKAGED,CANDY BAGS-CHOCOCLATE,-1.31,0,0
696,897125,31742,8:16 PM,Aug 10,1,2,CHEESE,GRATED CHEESE,-0.38,0,0
768,1008032,323,2:09 PM,Aug 10,1,4.99,COFFEE,GROUND COFFEE,-4,0,0
630,994262,306,5:41 PM,Oct 16,3,3,FROZEN PIZZA,PIZZA/ECONOMY,0,0,0
731,1070076,355,3:24 PM,Nov 23,1,1,SALADS/DIPS,VEGETABLE SALADS - PREPACK,-0.99,0,0
786,1133018,339,10:17 AM,Jun 8,1,1.84,FLUID MILK PRODUCTS,FLUID MILK WHITE ONLY,-0.15,0,0
696,1052046,358,11:59 PM,Aug 28,3,2.37,FRUIT - SHELF STABLE,MANDARIN ORANGES/CITRUS SECT,-1.2,0,0
631,5585635,389,2:22 PM,Apr 4,1,0.4,YOGURT,YOGURT NOT MULTI-PACKS,0,0,0
614,8090537,288,6:35 PM,Nov 6,1,2.5,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,-2.09,0,0
601,940947,306,3:05 PM,Aug 23,1,2.99,HEAT/SERVE,ENTREES,0,0,0
680,942525,424,6:47 PM,May 16,1,2,COOKIES/CONES,TRAY PACK/CHOC CHIP COOKIES,-1.39,0,0
771,968932,359,12:32 PM,May 24,1,0.8,ISOTONIC DRINKS,ISOTONIC DRINKS SINGLE SERVE,-0.2,0,0
788,5979283,360,2:13 PM,Sep 12,1,1.99,CANDY - CHECKLANE,MINTS CANDY & BREATH (NOT LIF,0,0,0
731,8090532,355,12:35 PM,May 19,1,3,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,-1.59,0,0
766,872137,333,5:43 PM,Aug 21,1,2.99,BUTTER,BUTTER,-1,0,0
601,901111,32004,6:07 PM,Aug 22,1,1.59,CHIPS&SNACKS,MISC,0,0,0
601,942778,32004,6:07 PM,Aug 22,1,2.5,CRACKERS/MISC BKD FD,SNACK CRACKERS,-0.49,0,0
647,1114251,438,5:42 PM,Oct 14,1,2.14,FRZN MEAT/MEAT DINNERS,FRZN SS PREMIUM ENTREES/DNRS/N,-1.05,0,0
601,883404,32004,5:52 PM,Jul 12,1,0.88,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHITE BREAD,-0.41,0,0
696,1062782,31742,8:32 PM,Oct 15,1,1,PNT BTR/JELLY/JAMS,JELLY,-0.99,0,0
715,1022119,389,2:56 PM,Nov 10,1,1.25,CONVENIENT BRKFST/WHLSM SNACKS,TOASTER PASTRIES,-0.54,0,0
647,6534030,438,8:23 PM,Jan 20,1,2.5,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,-1.49,0,0
786,1107661,339,9:34 AM,Feb 9,1,0.88,BAKED BREAD/BUNS/ROLLS,MAIN MEAL BREAD,-0.41,0,0
725,910032,400,5:42 PM,Dec 16,2,3.29,HOT DOGS,PREMIUM - MEAT,-3.29,0,0
768,1099089,323,6:30 AM,Jan 13,1,3.99,MEAT - MISC,BREAST - BONELESS(IQF),-5,0,0
771,1108094,359,6:47 PM,Jul 12,1,11.99,BEERS/ALES,BEERALEMALT LIQUORS,0,0,0
718,883404,324,1:24 PM,May 4,1,1.19,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHITE BREAD,-0.1,0,0
718,857849,324,5:40 PM,Jul 14,1,0.56,MARGARINES,MARGARINE  STICK,0,0,0
768,898510,323,7:21 PM,Aug 8,1,1.25,SOUP,RTS SOUP: CHUNKY/HOMESTYLE ET,-0.93,0,0
764,982493,346,6:01 PM,May 28,1,1,BAKED SWEET GOODS,SNACK CAKE - MULTI PACK,-0.19,0,0
766,5569230,333,9:52 AM,Sep 26,1,3.34,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,-1.35,0,0
607,1094955,432,6:25 PM,Oct 15,1,1.31,MEAT - SHELF STABLE,SANDWICH SAUCE,0,0,0
797,1050883,450,4:51 PM,Nov 6,1,1,SEAFOOD - MISC,SEAFOOD-MISC-SAUCES/MARIN-WET,-0.99,0,0
725,1008386,400,3:04 PM,Jan 22,1,7.99,HAIR CARE PRODUCTS,HAIR COLOR AND DEVELOPERS,-1.8,0,0
718,849843,324,10:34 AM,Jan 23,1,1.19,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHEAT/MULTIGRAIN BR,-0.1,0,0
718,1097001,324,4:36 PM,Dec 1,1,3.34,SOFT DRINKS,SFT DRNK MLT-PK BTL CARB (EXCP,-0.65,0,0
605,9527290,369,4:33 PM,Dec 2,1,2,BAG SNACKS,POTATO CHIPS,0,0,0
768,5569230,323,9:25 PM,Feb 18,1,2.5,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,-2.19,0,0
722,1096036,359,9:52 PM,May 15,1,1.25,CHEESE,IWS SINGLE CHEESE,-0.81,0,0
764,15926885,33923,8:40 AM,Oct 2,2,3,BAG SNACKS,BAGGED CHEESE SNACKS,-1.98,0,0
699,1078763,408,7:27 PM,May 23,1,1.67,PASTA SAUCE,MAINSTREAM,-0.72,0,0
766,1137025,333,3:53 PM,Jul 30,1,1.94,SPICES & EXTRACTS,SPICES & SEASONINGS,-0.95,0,0
647,940766,343,6:44 PM,Jun 3,1,1.67,CHEESE,SHREDDED CHEESE,-1.12,0,0
718,1096635,324,3:11 PM,Jun 4,2,3.59,ICE CREAM/MILK/SHERBTS,TRADITIONAL,-4.39,0,0
725,1096036,400,1:20 PM,Jun 25,2,2.38,CHEESE,IWS SINGLE CHEESE,-1.1,0,0
725,895680,400,6:07 PM,Oct 21,1,3.23,FROZEN PIZZA,PIZZA/TRADITIONAL,-2.16,0,0
622,867931,298,10:59 AM,Oct 24,2,4,FROZEN PIZZA,SANDWICHES&HANDHELDS,0,0,0
647,940766,384,4:15 PM,Mar 4,3,5,CHEESE,SHREDDED CHEESE,-3.97,0,0
718,859075,324,4:17 PM,Apr 10,2,5.12,CHEESE,SHREDDED CHEESE,-0.26,0,0
731,932863,438,4:25 PM,Apr 16,2,2.99,HOT DOGS,PREMIUM - MEAT,-2.99,0,0
725,880895,400,2:24 PM,May 11,1,2,ICE CREAM/MILK/SHERBTS,TRADITIONAL,-1.99,0,0
630,883701,306,8:01 PM,Aug 4,1,0.99,CANDY - PACKAGED,SEASONAL CANDY BAGS NON-CHOCOL,0,0,0
647,7166845,343,6:31 PM,Oct 12,1,3.19,BAG SNACKS,DIPS (NON-REFRIGERATED),0,0,0
607,1038217,432,1:33 PM,Oct 16,1,1,CRACKERS/MISC BKD FD,SOUP CRACKERS (SALTINE/OYSTER),-0.39,0,0
762,892383,31862,3:46 PM,Oct 2,4,1.4,COCOA MIXES,HOT CHOCOLATE COCOA MIX,-0.16,0,0
787,13774745,443,6:21 PM,Jan 29,1,2.99,COLD CEREAL,ADULT CEREAL,-0.5,0,0
718,1119108,324,4:49 PM,Dec 7,1,1.39,CANDY - PACKAGED,SEASONAL CANDY BAGS-CHOCOLATE,-1.4,0,0
699,12524059,408,8:54 PM,Feb 8,1,1.5,CRACKERS/MISC BKD FD,CROUTONS SALAD TOPPERS BREAD,-0.29,0,0
768,845894,323,8:06 PM,Dec 28,1,2.5,FRZN MEAT/MEAT DINNERS,FRZN MULTI SERVE ENTREES ALL,-1.49,0,0
647,858419,343,3:45 PM,Jun 16,1,2,CRACKERS/MISC BKD FD,BUTTER SPRAY CRACKER (RITZ/CLU,-0.99,0,0
725,952317,400,5:39 PM,Jul 3,1,1,BAKED SWEET GOODS,SNACK CAKE - MULTI PACK,-0.09,0,0
606,849843,446,11:26 PM,Nov 11,1,0.88,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHEAT/MULTIGRAIN BR,-0.41,0,0
647,15926886,343,7:30 PM,Nov 13,1,1.88,BAG SNACKS,POTATO CHIPS,-0.62,0,0
