householdid,productid,storeid,transactiontime,daydate,productdesc,productsubdesc,salesvalue,displayadtypedesc
706,859075,32004,6:41 PM,Feb 6,CHEESE,SHREDDED CHEESE,1.25,In-Aisle
606,1050422,446,9:18 PM,Feb 7,COOKIES/CONES,SPECIALTY COOKIES,1.88,Front Aisle
699,9527290,408,8:26 PM,Apr 10,BAG SNACKS,POTATO CHIPS,3.34,Other Location Display
771,985889,359,9:28 PM,Mar 13,CHEESE,NATURAL CHEESE EXACT WT CHUNKS,2.29,Side-Aisle End Cap
605,847789,369,2:28 PM,Feb 11,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHEAT/MULTIGRAIN BR,0.88,In-Aisle
715,986394,354,12:23 PM,Dec 30,CANDY - CHECKLANE,CANDY BARS (SINGLES)(INCLUDING,1.33,Rear Aisle
699,858649,408,1:25 PM,Feb 19,SALD DRSNG/SNDWCH SPRD,POURABLE SALAD DRESSINGS,2,Rear End Cap
630,1048352,306,3:01 PM,Jul 28,COLD CEREAL,ALL FAMILY CEREAL,2,Rear End Cap
715,992395,415,1:40 PM,Aug 16,ORAL HYGIENE PRODUCTS,TOOTHPASTE,4,Front End Cap
766,1003188,322,2:30 PM,Nov 12,CANNED JUICES,APPLE JUICE & CIDER (OVER 50%,1.29,Other Location Display
601,1037332,306,5:03 PM,Mar 1,MILK BY-PRODUCTS,COTTAGE CHEESE,1.99,In-Aisle
716,999104,400,7:48 PM,Apr 8,REFRGRATD JUICES/DRNKS,DAIRY CASE 100% PURE JUICE - O,2.34,In-Aisle
725,1118033,400,6:50 PM,May 7,ICE CREAM/MILK/SHERBTS,TRADITIONAL,2,Front End Cap
731,840361,329,4:35 PM,May 6,EGGS,EGGS - LARGE,0.88,In-Aisle
788,1038217,318,12:49 PM,Sep 15,CRACKERS/MISC BKD FD,SOUP CRACKERS (SALTINE/OYSTER),1,In-Shelf
786,909894,339,6:59 PM,Nov 18,REFRGRATD JUICES/DRNKS,DAIRY CASE 100% PURE JUICE - O,1.9,Front End Cap
631,937292,389,3:34 PM,Nov 18,BACON,ECONOMY,5,Rear Aisle
630,821695,306,5:21 PM,Apr 14,ROLLS,ROLLS: SANDWICH,1.5,In-Aisle
661,1097054,330,7:04 PM,Dec 14,COLD AND FLU,COLD AND FLU,4.99,Other Location Display
762,13986470,31862,12:50 PM,Apr 21,HAIR CARE PRODUCTS,HAIR CONDITIONERS AND RINSES,3.33,Side-Aisle End Cap
788,987480,360,9:46 AM,Jul 12,CANDY - CHECKLANE,CANDY BARS (SINGLES)(INCLUDING,0.25,In-Aisle
725,859075,400,7:03 PM,May 20,CHEESE,SHREDDED CHEESE,1.25,Other Location Display
712,822178,31742,9:29 AM,Jul 23,BAKED BREAD/BUNS/ROLLS,HOT DOG BUNS,2.29,Rear Aisle
718,883404,324,5:30 PM,May 21,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHITE BREAD,1.19,In-Aisle
725,819518,400,3:11 PM,Aug 27,FRUIT - SHELF STABLE,CRANBERRY SAUCE,1,In-Shelf
762,1038217,391,8:08 PM,Sep 15,CRACKERS/MISC BKD FD,SOUP CRACKERS (SALTINE/OYSTER),1.29,Front End Cap
706,847374,343,5:51 PM,Jun 13,BEERS/ALES,BEERALEMALT LIQUORS,6.49,In-Aisle
762,15506577,31862,3:27 PM,Dec 3,BAKED BREAD/BUNS/ROLLS,HAMBURGER BUNS,1.3,Side-Aisle End Cap
647,884572,343,4:57 PM,May 24,FRZN MEAT/MEAT DINNERS,FRZN MULTI SERVE ENTREES ALL,9.99,Rear End Cap
718,846959,324,7:47 PM,Jun 28,COOKIES/CONES,CONES,1.81,Front End Cap
753,998828,317,3:26 PM,Jul 16,CANNED JUICES,OTHER CITRUS JUICES (50% AND U,1.88,Rear End Cap
771,929018,359,10:06 PM,Feb 27,BACON,PRE-COOKED,2,Front Aisle
718,1079223,324,10:51 AM,Jan 25,BAG SNACKS,PRETZELS,0.9,In-Aisle
718,938700,324,5:06 PM,Nov 20,VEGETABLES - SHELF STABLE,CORN,1.48,Other Location Display
718,1127716,324,5:06 PM,Nov 20,SOFT DRINKS,SFT DRNK MLT-PK BTL CARB (EXCP,3.33,Other Location Display
768,874061,323,6:22 AM,Dec 4,REFRGRATD DOUGH PRODUCTS,REFRIGERATED BISCUITS REGULAR,1,In-Aisle
647,898068,343,12:30 PM,Apr 13,CONDIMENTS/SAUCES,CATSUP,1.67,Other Location Display
696,5569845,31742,3:40 PM,Dec 24,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,2.5,Side-Aisle End Cap
631,999714,389,12:20 PM,Mar 15,BAKED BREAD/BUNS/ROLLS,HAMBURGER BUNS,2.09,In-Aisle
647,5568378,343,8:38 PM,Feb 20,BAG SNACKS,TORTILLA/NACHO CHIPS,2,In-Aisle
725,859075,400,1:58 PM,Jan 8,CHEESE,SHREDDED CHEESE,1.67,Other Location Display
605,15926885,448,8:28 PM,Oct 8,BAG SNACKS,BAGGED CHEESE SNACKS,1.5,Front End Cap
786,821651,339,4:37 PM,Jun 19,BEERS/ALES,BEERALEMALT LIQUORS,15.99,Front Aisle
771,7025275,359,12:59 PM,Aug 9,CANDY - PACKAGED,CANDY BAGS-CHOCOCLATE,1.88,Rear Aisle
696,897125,31742,8:16 PM,Aug 10,CHEESE,GRATED CHEESE,2,In-Shelf
768,1008032,323,2:09 PM,Aug 10,COFFEE,GROUND COFFEE,4.99,Rear End Cap
766,994685,333,2:52 PM,Oct 29,BATH TISSUES,TOILET TISSUE,5.5,Rear End Cap
731,1070076,355,3:24 PM,Nov 23,SALADS/DIPS,VEGETABLE SALADS - PREPACK,1,Rear Aisle
661,5569230,427,6:02 PM,Apr 13,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,2.5,Front End Cap
601,893018,306,5:18 PM,Mar 15,CHEESE,IWS SINGLE CHEESE,1.97,In-Aisle
607,983897,304,10:05 PM,Oct 28,LUNCHMEAT,POULTRY,3.99,Front Aisle
718,8091654,324,11:32 AM,Nov 13,BREAKFAST SAUSAGE/SANDWICHES,ROLLS - FLAVORED/OTHER,3.99,Rear Aisle
797,1029743,450,12:22 PM,Dec 7,FLUID MILK PRODUCTS,FLUID MILK WHITE ONLY,2.69,Other Location Display
725,974108,400,2:08 PM,Feb 5,WAREHOUSE SNACKS,CANISTER POTATO/TORT CHIPS,1,Rear End Cap
725,951526,400,2:38 PM,Mar 16,PWDR/CRYSTL DRNK MX,SOFT DRINK POWDER POUCHES,0.6,Front End Cap
630,9526410,306,2:25 PM,Mar 16,BAG SNACKS,POTATO CHIPS,2,Other Location Display
725,927191,400,12:28 PM,Jan 1,SEAFOOD - SHELF STABLE,TUNA,1.56,Other Location Display
718,1129266,324,3:43 PM,Jan 1,BAG SNACKS,DIPS (NON-REFRIGERATED),2.5,Side-Aisle End Cap
762,861819,31862,5:20 PM,Jan 3,CONVENIENT BRKFST/WHLSM SNACKS,FRUIT SNACKS,1.55,Rear End Cap
779,1053690,292,7:22 PM,Jul 20,SOFT DRINKS,SFT DRNK 2 LITER BTL CARB INCL,1,In-Aisle
715,8119093,389,5:00 PM,May 19,FACIAL TISS/DNR NAPKIN,FACIAL TISSUE & PAPER HANDKE,1,Front Aisle
766,8014645,333,12:30 PM,Aug 30,REFRGRATD DOUGH PRODUCTS,MISC REFRIG DOUGH PRODUCTS,2,Rear Aisle
786,972665,339,8:30 AM,Sep 27,BREAKFAST SAUSAGE/SANDWICHES,OTHER,3.79,Other Location Display
797,826249,450,2:43 PM,Aug 11,BAKED BREAD/BUNS/ROLLS,HAMBURGER BUNS,1,Other Location Display
605,1133018,369,7:40 PM,Jul 1,FLUID MILK PRODUCTS,FLUID MILK WHITE ONLY,1,Other Location Display
768,819063,323,6:43 AM,Nov 6,PASTA SAUCE,MAINSTREAM,1,Front End Cap
766,914190,322,2:30 PM,Nov 12,CHEESE,CREAM CHEESE,1,Rear Aisle
680,10285025,424,3:24 PM,Apr 22,AUDIO/VIDEO PRODUCTS,KIDS/FAMILY,19.99,Front Aisle
771,940947,359,11:15 AM,Aug 6,HEAT/SERVE,ENTREES,2.99,Rear Aisle
696,1052046,358,11:59 PM,Aug 28,FRUIT - SHELF STABLE,MANDARIN ORANGES/CITRUS SECT,2.37,In-Shelf
786,1127328,339,9:22 AM,Jul 21,DRIED FRUIT,RAISINS,1.79,Other Location Display
630,9527494,306,6:53 PM,Jul 21,BAG SNACKS,POTATO CHIPS,1.88,Side-Aisle End Cap
762,12257869,31862,4:14 PM,Oct 3,MAKEUP AND TREATMENT,COVERGIRL,6.14,Side-Aisle End Cap
647,5568378,343,9:14 PM,Nov 24,BAG SNACKS,TORTILLA/NACHO CHIPS,2.75,In-Aisle
725,1096036,400,2:02 PM,Nov 27,CHEESE,IWS SINGLE CHEESE,1.5,In-Aisle
725,859075,400,5:42 PM,Dec 16,CHEESE,SHREDDED CHEESE,1.67,Other Location Display
764,879031,33923,5:55 PM,Jan 11,BREAD,BREAD:ITALIAN/FRENCH,2.29,In-Aisle
779,13072850,381,4:59 PM,Jan 12,CHARCOAL AND LIGHTER FLUID,CHARCOAL,7.99,Rear Aisle
762,1020473,31862,12:50 PM,Apr 21,HAIR CARE PRODUCTS,HAIR CONDITIONERS AND RINSES,3.34,Side-Aisle End Cap
696,821695,31742,11:45 AM,Apr 21,ROLLS,ROLLS: SANDWICH,1.5,Rear Aisle
605,16807289,369,4:29 PM,Sep 12,DRIED FRUIT,RAISINS,1.67,Side-Aisle End Cap
771,968932,359,12:32 PM,May 24,ISOTONIC DRINKS,ISOTONIC DRINKS SINGLE SERVE,0.8,Front End Cap
631,1042907,389,1:39 PM,Jun 8,BACON,PREMIUM,5,Rear Aisle
706,1065538,343,5:51 PM,Jun 13,BEERS/ALES,BEERALEMALT LIQUORS,15.99,Mid-Aisle End Cap
631,829722,389,5:30 PM,Jun 15,LAUNDRY DETERGENTS,LIQUID LAUNDRY DETERGENTS,3.79,Rear End Cap
725,889107,400,1:56 PM,Aug 6,HAIR CARE PRODUCTS,HAIR CONDITIONERS AND RINSES,3.33,Side-Aisle End Cap
797,1043035,450,10:41 AM,Oct 9,SOFT DRINKS,MIXERS(CLUB SODA/SELTZERS)FLAV,0.89,Rear End Cap
797,841116,450,2:54 PM,Nov 27,DOMESTIC WINE,PREMIUM 750ML WINES,17.98,In-Aisle
733,5569471,356,5:19 PM,Dec 3,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,12,In-Aisle
699,865456,408,9:08 AM,Dec 6,CHEESE,LOAF CHEESE,3.99,Other Location Display
788,980727,360,9:44 AM,Aug 16,CONDIMENTS/SAUCES,CATSUP,1.07,Rear End Cap
764,9420067,368,8:41 AM,Aug 17,YOGURT,YOGURT MULTI-PACKS,2.99,Front End Cap
631,5585635,389,2:22 PM,Apr 4,YOGURT,YOGURT NOT MULTI-PACKS,0.4,In-Aisle
614,8090537,288,6:35 PM,Nov 6,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,2.5,In-Aisle
718,1026209,324,5:06 PM,Nov 20,FRZN MEAT/MEAT DINNERS,FRZN SS PREMIUM ENTREES/DNRS/N,1.5,Rear End Cap
768,7144132,323,1:08 PM,Nov 24,FRZN MEAT/MEAT DINNERS,FRZN MULTI SERVE ENTREES ALL,3.99,Front End Cap
718,942792,324,2:56 PM,Jan 4,LUNCHMEAT,HAM,1,Rear Aisle
601,940947,306,3:05 PM,Aug 23,HEAT/SERVE,ENTREES,2.99,Other Location Display
731,12385198,355,10:58 AM,Jul 26,COLD AND FLU,LIPCARE,1,Side-Aisle End Cap
740,12987975,404,1:49 PM,Jul 27,BAG SNACKS,MISC BAG SNACKS,2.99,Rear Aisle
630,9835903,329,5:52 PM,May 29,BACON,ECONOMY,5,In-Aisle
764,1075536,33923,11:08 PM,May 31,LUNCHMEAT,LUNCH COMBO,1.98,Rear Aisle
725,1045220,400,2:04 PM,Jun 18,MEAT - SHELF STABLE,PASTA: CANNED,1,In-Shelf
771,1080279,359,12:59 PM,Aug 9,CANDY - CHECKLANE,CANDY BARS (SINGLES)(INCLUDING,2,Rear Aisle
715,1123720,415,10:39 AM,Nov 17,FROZEN PIZZA,SNACKS/APPETIZERS,1,Front End Cap
712,915493,448,1:12 PM,Nov 23,REFRGRATD DOUGH PRODUCTS,REFRIGERATED ENGLISH MUFFINS,2,Rear Aisle
786,896369,448,2:27 PM,Nov 25,PNT BTR/JELLY/JAMS,PEANUT BUTTER,1.79,Other Location Display
718,1013329,327,6:21 PM,Apr 24,COOKIES/CONES,SANDWICH COOKIES,0.89,In-Aisle
725,1092026,400,12:38 PM,Apr 14,SOFT DRINKS,SFT DRNK 2 LITER BTL CARB INCL,1,Rear Aisle
725,9526410,400,12:41 PM,May 8,BAG SNACKS,POTATO CHIPS,1.77,Side-Aisle End Cap
740,899229,404,7:33 PM,Sep 12,ICE CREAM/MILK/SHERBTS,PREMIUM,2.5,Front End Cap
631,5586942,389,10:50 AM,May 18,YOGURT,YOGURT NOT MULTI-PACKS,0.44,In-Shelf
788,1124729,313,3:48 PM,Jun 3,CANDY - CHECKLANE,CANDY BARS (SINGLES)(INCLUDING,1.8,Front Aisle
768,915874,323,8:26 PM,Nov 1,ICE CREAM/MILK/SHERBTS,PREMIUM PINTS,1,Front End Cap
786,1133018,339,10:17 AM,Jun 8,FLUID MILK PRODUCTS,FLUID MILK WHITE ONLY,1.84,Front End Cap
786,1065538,339,9:44 AM,Dec 8,BEERS/ALES,BEERALEMALT LIQUORS,16.49,Other Location Display
761,974108,343,11:11 AM,Dec 8,WAREHOUSE SNACKS,CANISTER POTATO/TORT CHIPS,2,Side-Aisle End Cap
680,969197,359,3:41 PM,May 3,MISCELLANEOUS,SALADS,2.99,Rear Aisle
680,942525,424,6:47 PM,May 16,COOKIES/CONES,TRAY PACK/CHOC CHIP COOKIES,2,Front End Cap
768,861279,323,6:43 AM,Nov 6,CONDIMENTS/SAUCES,STEAK & WORCHESTER SAUCE,2.99,In-Aisle
647,849003,343,7:30 PM,Nov 13,COLD CEREAL,ADULT CEREAL,1.88,Rear End Cap
715,903745,415,10:46 AM,Nov 14,CANDY - CHECKLANE,CANDY BARS (SINGLES)(INCLUDING,0.2,Front Aisle
718,1022053,324,7:13 AM,Mar 1,BAG SNACKS,CORN CHIPS,1.88,In-Aisle
788,842392,360,1:24 PM,Jul 28,COFFEE,GROUND COFFEE,1.67,In-Shelf
786,8090536,339,10:43 AM,Jun 1,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,2.5,In-Aisle
696,12949845,358,11:59 PM,Aug 28,BAKING MIXES,MISCELLANEOUS PACKAGE MIXES,2,Rear End Cap
715,1033615,354,2:40 PM,Jun 16,REFRGRATD JUICES/DRNKS,DAIRY CASE FRUIT DRINKS (NO JU,0.99,Rear End Cap
607,865528,432,10:29 AM,Aug 18,BACON,PREMIUM,5,Rear Aisle
788,1117524,313,11:46 AM,Jul 3,SOFT DRINKS,SOFT DRINKS 6PK/4PK CAN CARB (,1,Front Aisle
788,1117524,313,1:58 PM,Jul 5,SOFT DRINKS,SOFT DRINKS 6PK/4PK CAN CARB (,1,Front Aisle
712,843756,448,10:21 AM,Nov 16,CHEESE,CREAM CHEESE,1.25,Rear Aisle
718,870547,324,5:26 PM,Jan 29,MARGARINES,MARGARINE: TUBS AND BOWLS,1.99,Other Location Display
725,910032,400,7:03 PM,May 20,HOT DOGS,PREMIUM - MEAT,1.98,Rear Aisle
606,1115553,446,12:10 AM,May 23,CANNED JUICES,GRAPE JUICE (OVER 50% JUICE),2.5,Front Aisle
696,13382402,31742,8:59 PM,Sep 1,CRACKERS/MISC BKD FD,SNACK CRACKERS,3.76,Side-Aisle End Cap
788,863449,360,3:50 PM,Jun 14,SOUP,RTS SOUP: CHUNKY/HOMESTYLE ET,2,Front End Cap
614,956609,288,12:35 PM,Jun 15,BEANS - CANNED GLASS & MW,PREPARED BEANS - BAKED W/PORK,0.4,Rear End Cap
762,9676866,391,4:00 PM,Jun 15,PAPER TOWELS,PAPER TOWELS & HOLDERS,7.69,In-Aisle
766,962199,333,3:06 PM,Aug 7,WATER,FORTIFIED/ENERGY WATER,2,Front Aisle
630,15926886,306,12:38 PM,Sep 19,BAG SNACKS,POTATO CHIPS,2.5,Side-Aisle End Cap
761,1030182,343,11:11 AM,Dec 5,COOKIES/CONES,FRUIT FILLED COOKIES,5,Rear End Cap
607,10311967,432,8:13 AM,Apr 27,COOKIES/CONES,CHOCOLATE COVERED COOKIES,1.5,Rear Aisle
630,8090521,306,3:53 PM,Jun 11,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,5,In-Aisle
788,927191,360,9:44 AM,Aug 16,SEAFOOD - SHELF STABLE,TUNA,1.56,Rear End Cap
647,1071342,438,6:10 PM,Oct 21,COLD CEREAL,ALL FAMILY CEREAL,2,Rear End Cap
630,1120928,306,4:46 PM,Jul 15,BREAKFAST SAUSAGE/SANDWICHES,ROLLS - PORK,2.5,Rear Aisle
661,9881592,427,7:24 PM,Feb 27,BAKED SWEET GOODS,SNACK CAKE - MULTI PACK,2.5,In-Aisle
712,873627,448,11:20 AM,Nov 5,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHITE BREAD,0.97,In-Aisle
647,913785,438,5:54 PM,Nov 7,CONDIMENTS/SAUCES,CATSUP,2,Rear End Cap
647,8090536,438,5:54 PM,Nov 7,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,7.5,Rear Aisle
786,893018,339,8:25 AM,Nov 24,CHEESE,IWS SINGLE CHEESE,2.5,Rear Aisle
786,9526411,339,8:35 AM,Feb 2,BAG SNACKS,POTATO CHIPS,2,Mid-Aisle End Cap
680,892008,424,5:54 PM,Dec 6,MEAT - SHELF STABLE,PASTA: CANNED,3,Other Location Display
614,965766,288,5:51 PM,Mar 15,CHEESE,IWS SINGLE CHEESE,2.19,Rear Aisle
718,867188,324,6:11 PM,Feb 17,FROZEN PIE/DESSERTS,FRZN WHIPPED TOPPING,1.25,Front Aisle
753,1004411,396,5:50 PM,Jan 5,CANDY - CHECKLANE,MISCELLANEOUS CANDY (INCLUDING,1,Front Aisle
764,848355,33923,2:28 PM,Jan 7,CANDY - CHECKLANE,CANDY BARS (SINGLES)(INCLUDING,1,In-Aisle
768,13189968,323,6:35 AM,Jul 7,BAG SNACKS,POTATO CHIPS,2,Side-Aisle End Cap
771,857055,359,1:01 PM,Jul 9,MARGARINES,MARGARINE: TUBS AND BOWLS,1,In-Aisle
696,923746,31742,6:17 PM,Jun 19,EGGS,EGGS - LARGE,1,Rear Aisle
715,1008626,389,9:19 AM,Sep 3,SPICES & EXTRACTS,SPICES & SEASONINGS,1.6,In-Shelf
696,882830,31742,8:16 PM,Aug 10,WAREHOUSE SNACKS,CANISTER POTATO/TORT CHIPS,1,Rear End Cap
715,985119,354,3:33 PM,Jun 22,REFRGRATD JUICES/DRNKS,DAIRY CASE FRUIT DRINKS (NO JU,2,Rear End Cap
762,998964,31862,5:02 PM,Oct 27,CHEESE,SHREDDED CHEESE,1.49,Side-Aisle End Cap
706,15452812,343,7:48 PM,Oct 27,FROZEN BREAD/DOUGH,FRZN GARLIC BREAD/TOAST/STICKS,3,Front End Cap
631,1048419,389,4:11 PM,Apr 28,SALD DRSNG/SNDWCH SPRD,POURABLE SALAD DRESSINGS,1,In-Shelf
718,9527160,324,1:42 PM,Mar 13,BAG SNACKS,POTATO CHIPS,2,Side-Aisle End Cap
607,823704,432,5:22 PM,Mar 19,BREAKFAST SAUSAGE/SANDWICHES,ROLLS - PORK,2.5,Rear Aisle
718,913785,324,7:06 PM,May 2,CONDIMENTS/SAUCES,CATSUP,0.88,Other Location Display
622,982955,356,6:47 PM,Jun 2,FROZEN MEAT,FRZN BREADED PREPARED CHICK,2,Rear Aisle
762,865528,432,5:36 PM,Aug 13,BACON,PREMIUM,2.5,Rear Aisle
786,826249,339,6:03 PM,Jun 21,BAKED BREAD/BUNS/ROLLS,HAMBURGER BUNS,0.22,In-Aisle
755,847139,388,7:55 AM,Jul 10,FRZN MEAT/MEAT DINNERS,FRZN SS PREMIUM ENTREES/DNRS/N,1.89,Front End Cap
647,915586,438,5:42 PM,Oct 14,FRZN MEAT/MEAT DINNERS,FRZN SS PREMIUM ENTREES/DNRS/N,2.14,Front End Cap
647,916487,438,5:42 PM,Oct 14,FRZN MEAT/MEAT DINNERS,FRZN SS PREMIUM ENTREES/DNRS/N,2.14,Front End Cap
647,909349,343,10:28 PM,Sep 28,FLOUR & MEALS,FLOUR: WHITE & SELF RISING,1.19,Rear End Cap
631,1043035,380,1:06 PM,Nov 11,SOFT DRINKS,MIXERS(CLUB SODA/SELTZERS)FLAV,1.18,Side-Aisle End Cap
725,883404,400,6:27 PM,Nov 13,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHITE BREAD,0.99,In-Aisle
718,859075,324,3:58 PM,Nov 13,CHEESE,SHREDDED CHEESE,5.1,Other Location Display
768,1098066,323,5:35 PM,Apr 14,BAKED BREAD/BUNS/ROLLS,HOT DOG BUNS,0.88,In-Aisle
696,973135,31742,5:49 PM,Feb 5,COOKIES/CONES,SANDWICH COOKIES,3,Front End Cap
753,6463729,396,7:54 PM,Aug 6,ICE CREAM/MILK/SHERBTS,PREMIUM,2.88,Front End Cap
712,904129,448,10:39 AM,Jul 1,MEAT - MISC,GRND/PATTY - FROZEN,6.99,Other Location Display
718,857849,324,5:08 PM,Jul 20,MARGARINES,MARGARINE  STICK,1.12,Other Location Display
725,960732,400,2:45 PM,Nov 20,COLD CEREAL,ALL FAMILY CEREAL,2.5,Rear End Cap
725,826249,400,3:11 PM,Nov 23,BAKED BREAD/BUNS/ROLLS,HAMBURGER BUNS,1.98,Other Location Display
722,13039659,359,12:52 PM,Feb 1,SUNTAN,SUNTAN PROD W/SPF LOTION/OIL,8.99,Front Aisle
725,826249,400,2:56 PM,Feb 15,BAKED BREAD/BUNS/ROLLS,HAMBURGER BUNS,0.88,In-Aisle
630,989935,306,12:58 PM,Jan 5,BAKING MIXES,LAYER CAKE MIX,1.76,In-Shelf
699,859010,408,6:46 PM,Jan 9,BAG SNACKS,TORTILLA/NACHO CHIPS,3.76,Side-Aisle End Cap
647,9527494,343,12:45 PM,Apr 27,BAG SNACKS,POTATO CHIPS,2,In-Aisle
764,1029743,33923,3:29 PM,Sep 25,FLUID MILK PRODUCTS,FLUID MILK WHITE ONLY,2.79,Other Location Display
696,934172,31742,3:52 PM,Nov 23,REFRGRATD JUICES/DRNKS,DAIRY CASE 100% PURE JUICE - O,2.5,Side-Aisle End Cap
631,8069020,389,4:11 PM,Apr 28,DINNER SAUSAGE,SMOKED/COOKED,4.99,Rear Aisle
712,908283,448,12:00 PM,Apr 6,BACON,PRE-COOKED,3.29,Rear Aisle
715,6464086,354,1:30 PM,Apr 12,BACON,BETTER FOR YOU,2.5,Rear Aisle
797,931923,450,8:11 PM,Jun 3,DOMESTIC WINE,POPULAR 750ML WINES,8.99,Other Location Display
768,9526628,323,12:36 PM,Jun 23,FROZEN MEAT,BEEF - FULLY COOKED,3.5,Rear Aisle
718,953735,324,3:32 PM,Oct 11,CANDY - PACKAGED,SEASONAL MISCELLANEOUS,0.5,In-Shelf
718,834491,324,4:30 PM,Aug 21,CONVENIENT BRKFST/WHLSM SNACKS,TREATS,4,Front End Cap
753,1074524,442,9:03 PM,Feb 6,SOFT DRINKS,SFT DRNK 2 LITER BTL CARB INCL,0.77,Rear Aisle
699,931967,408,8:05 PM,Dec 21,BAG SNACKS,POTATO CHIPS,2,Other Location Display
768,1096036,323,6:28 AM,Mar 31,CHEESE,IWS SINGLE CHEESE,1.25,Other Location Display
699,1094262,408,9:11 AM,Jan 1,SPICES & EXTRACTS,SPICES & SEASONINGS,1.53,Other Location Display
787,957736,389,10:13 AM,Jan 3,WATER - CARBONATED/FLVRD DRINK,SPRING WATER,9,In-Aisle
725,981760,400,4:04 PM,Apr 29,EGGS,EGGS - X-LARGE,0.79,In-Aisle
761,999971,343,9:20 PM,Aug 20,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHITE BREAD,1,Other Location Display
740,908064,404,6:41 PM,Sep 25,REFRGRATD DOUGH PRODUCTS,REFRIGERATED COOKIES-CHUB,2,In-Aisle
768,876695,323,9:34 AM,Jul 29,FROZEN PIZZA,SANDWICHES&HANDHELDS,3.34,Front End Cap
661,15926501,427,7:50 PM,Aug 2,CANDY - PACKAGED,SEASONAL CANDY BAGS-CHOCOLATE,4.79,Rear Aisle
797,990762,450,12:42 PM,Jun 23,FROZEN BREAD/DOUGH,FRZN GARLIC BREAD/TOAST/STICKS,1.5,Rear Aisle
631,5586942,389,1:46 PM,Aug 11,YOGURT,YOGURT NOT MULTI-PACKS,0.4,In-Aisle
696,832678,31742,12:50 PM,Aug 12,CRACKERS/MISC BKD FD,BUTTER SPRAY CRACKER (RITZ/CLU,2.23,Other Location Display
762,929309,31862,4:20 PM,Sep 8,SALD DRSNG/SNDWCH SPRD,POURABLE SALAD DRESSINGS,1.12,Rear End Cap
762,9854913,31862,10:18 AM,Apr 19,DIETARY AID PRODUCTS,DIET CNTRL BARS NUTRITIONAL,1.34,Side-Aisle End Cap
787,7024990,443,7:42 PM,Apr 30,BERRIES,BLUEBERRIES,1.25,In-Aisle
716,902167,400,7:48 PM,Apr 8,FRZN VEGETABLE/VEG DSH,FRZN BAGGED VEGETABLES - PLAIN,2,Other Location Display
607,926233,432,10:48 PM,Mar 27,COOKIES/CONES,CHOCOLATE COVERED COOKIES,1.5,Rear Aisle
779,940947,292,11:02 AM,Jul 27,HEAT/SERVE,ENTREES,2.99,Rear Aisle
779,5569327,343,8:20 PM,Jul 27,BAG SNACKS,TORTILLA/NACHO CHIPS,1.88,In-Aisle
718,863449,324,4:36 PM,Aug 17,SOUP,RTS SOUP: CHUNKY/HOMESTYLE ET,1.34,Front End Cap
725,893018,400,1:05 PM,Jun 18,CHEESE,IWS SINGLE CHEESE,2.5,In-Aisle
788,895540,360,12:18 PM,Aug 18,WATER - CARBONATED/FLVRD DRINK,DISTILLED WATER,0.79,Side-Aisle End Cap
766,981760,333,9:52 AM,Sep 26,EGGS,EGGS - X-LARGE,1,In-Aisle
630,1106872,306,2:44 PM,Jul 31,LAUNDRY DETERGENTS,LIQUID LAUNDRY DETERGENTS,18.98,Rear End Cap
696,6463789,31742,11:38 AM,Jul 23,FROZEN PIZZA,PIZZA/PREMIUM,4.97,Front End Cap
712,999270,448,1:31 PM,Oct 3,BACON,ECONOMY,5,Rear Aisle
712,898068,448,12:40 PM,Jan 30,CONDIMENTS/SAUCES,CATSUP,1.67,In-Shelf
786,981760,339,8:54 AM,Dec 15,EGGS,EGGS - X-LARGE,1,Rear Aisle
716,826249,400,8:43 AM,Feb 10,BAKED BREAD/BUNS/ROLLS,HAMBURGER BUNS,0.88,In-Aisle
725,9836903,400,5:47 PM,Oct 1,LUNCHMEAT,MISCELLANEOUS,1,Rear Aisle
712,882013,31742,9:29 AM,Jul 23,CONVENIENT BRKFST/WHLSM SNACKS,TREATS,4.39,Front End Cap
630,923528,306,1:21 PM,Oct 9,BAKING NEEDS,BITS & MORSELS,4,In-Shelf
753,834974,396,6:41 PM,Oct 10,BEVERAGE,CAN/BTL BEVERAGE,2.5,Side-Aisle End Cap
622,10285144,298,4:54 PM,Oct 14,CANDY - PACKAGED,CANDY BARS (MULTI PACK),1,Front Aisle
764,999730,33923,6:46 PM,Dec 4,SOUP,DRY SOUP,1.28,Rear Aisle
725,987562,400,3:04 PM,Dec 4,CHEESE,SHREDDED CHEESE,1.67,Other Location Display
631,5590287,389,3:05 PM,Mar 21,YOGURT,YOGURT NOT MULTI-PACKS,0.44,In-Aisle
